0,0000000000000D+00 -6,9332447451291D-02 8,8374034156015D-09 -1,0011793345764D-05 6,8069571475304D-02 -1,2728789319292D-03
4,9291618185410D-01 -5,5184449085842D-02 7,0591913294886D-03 -7,8428975642686D-06 4,8300428178599D-02 1,6732752468079D-04
9,8608088989202D-01 -4,4784969328275D-02 1,2183339323502D-02 -8,9103732717429D-05 3,2699069872051D-02 8,3361345610544D-06
1,4797071465570D+00 -3,6862590729835D-02 1,5992395395515D-02 -2,8325514987818D-04 2,1240480063942D-02 8,7029579744477D-05
1,9740612299032D+00 -3,0896976467018D-02 1,8850831898427D-02 -6,1142958032780D-04 1,2722319826802D-02 6,4745677883568D-05
2,4693561623738D+00 -2,6528735081787D-02 2,1112964717973D-02 -1,0517947951589D-03 6,5771540781881D-03 1,0958891921505D-04
2,9658582220229D+00 -2,3510386348898D-02 2,2966689181774D-02 -1,5704380730901D-03 2,2154596897539D-03 1,0132444953956D-04
3,4637981831641D+00 -2,1619567719387D-02 2,4586016139066D-02 -2,1200800563620D-03 -7,1586776209756D-04 1,3050060121962D-04
3,9634245719812D+00 -2,0646783619118D-02 2,6048081580874D-02 -2,6581725721070D-03 -2,6143291917894D-03 1,2879619786023D-04
4,4649859146580D+00 -2,0394359541450D-02 2,7423384788800D-02 -3,1472637525169D-03 -3,7328361242030D-03 1,4892537062920D-04
4,9687307373782D+00 -2,0682407045793D-02 2,8729649229625D-02 -3,5611197925639D-03 -4,3356377143808D-03 1,5048467688768D-04
5,4749253181961D+00 -2,1354158236468D-02 2,9984672354921D-02 -3,8832623694722D-03 -4,5824634693783D-03 1,6478827960258D-04
5,9838181832954D+00 -2,2278527498749D-02 3,1180340499699D-02 -4,1067606450654D-03 -4,6271972862018D-03 1,6785506968302D-04
6,4956933626004D+00 -2,3350045416471D-02 3,2312433790915D-02 -4,2318298176889D-03 -4,5524487382056D-03 1,7810981854970D-04
7,0108348860356D+00 -2,4486886441257D-02 3,3366152530968D-02 -4,2641002526583D-03 -4,4334509093621D-03 1,8171492769059D-04
7,5294735279144D+00 -2,5627868917634D-02 3,4332026667103D-02 -4,2127052934821D-03 -4,3023184551997D-03 1,8913400078726D-04
8,0519465737721D+00 -2,6729083699957D-02 3,5197889812105D-02 -4,0888806800997D-03 -4,1878145240227D-03 1,9211090802506D-04
8,5785203016627D+00 -2,7760592908014D-02 3,5956833978997D-02 -3,9048281712593D-03 -4,0937328732598D-03 1,9768002646378D-04
9,1094964933808D+00 -2,8703424635629D-02 3,6602685548321D-02 -3,6728761949898D-03 -4,0263638244100D-03 2,0002089329198D-04
9,6451769307212D+00 -2,9546972029903D-02 3,7133646963767D-02 -3,4048638586580D-03 -3,9773811701293D-03 2,0442990507648D-04
1,0185916651089D+01 -3,0286844511015D-02 3,7549693563739D-02 -3,1117688671609D-03 -3,9452435192110D-03 2,0583666635192D-04
1,0731999684409D+01 -3,0923100127496D-02 3,7854001213729D-02 -2,8034342374669D-03 -3,9186333665622D-03 2,0883348220334D-04
