0,0000000000000D+00 -3,5427447679666D-02 0,0000000000000D+00 -1,9398775817972D-04 3,5212651499984D-02 -4,0878393786087D-04
4,9291618185410D-01 -3,7710549265692D-02 1,4141177843306D-04 8,9412578866048D-04 3,6642396285252D-02 -3,2615413345732D-05
9,8608088989202D-01 -4,1545080874804D-02 7,9560661688376D-04 2,3224631239093D-03 3,8265903461054D-02 -1,6110767295643D-04
1,4797071465570D+00 -4,6640800464394D-02 2,0839306932311D-03 4,3602893970958D-03 4,0005612247833D-02 -1,9096812623366D-04
1,9740612299032D+00 -5,2466128312630D-02 4,2393419065440D-03 7,1455507455209D-03 4,0734118223016D-02 -3,4711743754946D-04
2,4693561623738D+00 -5,8546410083899D-02 7,4493437437901D-03 1,0525883484726D-02 4,0149013930267D-02 -4,2216892511540D-04
2,9658582220229D+00 -6,4471760824808D-02 1,1872789161214D-02 1,4357714437281D-02 3,7676202520182D-02 -5,6505470613126D-04
3,4637981831641D+00 -6,9943738822645D-02 1,7598284151545D-02 1,8307947715324D-02 3,3349026345023D-02 -6,8848061075318D-04
3,9634245719812D+00 -7,4795004529624D-02 2,4637082156467D-02 2,2026948027990D-02 2,7299531298265D-02 -8,3144304690181D-04
4,4649859146580D+00 -7,8969476235211D-02 3,2917468811028D-02 2,5142254500093D-02 1,9935142257151D-02 -9,7461066693970D-04
4,9687307373782D+00 -8,2495205211062D-02 4,2292261143019D-02 2,7342732711803D-02 1,1737623057079D-02 -1,1225882991612D-03
5,4749253181961D+00 -8,5451694965654D-02 5,2552642885774D-02 2,8402949621469D-02 3,2268525287451D-03 -1,2692499296663D-03
5,9838181832954D+00 -8,7940327688923D-02 6,3446346356960D-02 2,8206406771502D-02 -5,1310585310652D-03 -1,4186330915260D-03
6,4956933626004D+00 -9,0063464794138D-02 7,4698111209092D-02 2,6743602424678D-02 -1,2934397706113D-02 -1,5561488664824D-03
7,0108348860356D+00 -9,1910629319930D-02 8,6028194193167D-02 2,4098527882251D-02 -1,9917554784314D-02 -1,7014620288247D-03
7,5294735279144D+00 -9,3552286331729D-02 9,7168681226037D-02 2,0427061493962D-02 -2,5874236948357D-02 -1,8307805600881D-03
8,0519465737721D+00 -9,5038337826140D-02 1,0787705436243D-01 1,5932195833047D-02 -3,0732041701922D-02 -1,9611293325859D-03
8,5785203016627D+00 -9,6400005135902D-02 1,1794404042798D-01 1,0840705538571D-02 -3,4464636453943D-02 -2,0798956232927D-03
9,1094964933808D+00 -9,7653193319785D-02 1,2719935537084D-01 5,3830187078378D-03 -3,7123798947004D-02 -2,1946181881101D-03
9,6451769307212D+00 -9,8802488984855D-02 1,3551299096482D-01 -2,2234350911911D-04 -3,8785897654269D-02 -2,2977391834224D-03
1,0185916651089D+01 -9,9844935119335D-02 1,4279542824367D-01 -5,7795558858837D-03 -3,9570337085751D-02 -2,3993998473009D-03
1,0731999684409D+01 -1,0077327545589D-01 1,4899368506299D-01 -1,1122023825098D-02 -3,9581204327160D-02 -2,4828185451586D-03
1,1283798819957D+01 -1,0157855894144D-01 1,5408834358198D-01 -1,6115527201155D-02 -3,8964239573485D-02 -2,5699821341019D-03
1,1841651343267D+01 -1,0225192481210D-01 1,5808887643449D-01 -2,0658218666734D-02 -3,7817317675949D-02 -2,6385847202962D-03
1,2405930043617D+01 -1,0278582124846D-01 1,6102724515556D-01 -2,4678924928433D-02 -3,6272020444128D-02 -2,7095214654566D-03
1,2977007710280D+01 -1,0317467003640D-01 1,6295499918547D-01 -2,8134044952796D-02 -3,4409974567889D-02 -2,7636903716093D-03
1,3555292636274D+01 -1,0341514985977D-01 1,6393634773360D-01 -3,1003690306636D-02 -3,2335606644859D-02 -2,8180990776705D-03
1,4141157610875D+01 -1,0350621137618D-01 1,6404646613279D-01 -3,3287930926072D-02 -3,0117807566218D-02 -2,8654837356841D-03
1,4735064182709D+01 -1,0344882523562D-01 1,6336638327145D-01 -3,5002612891266D-02 -2,7813425504298D-02 -2,8984803597385D-03
1,5337438396662D+01 -1,0324572595748D-01 1,6197889752141D-01 -3,6175843438602D-02 -2,5499311309607D-02 -2,9419831842799D-03
1,5948741801363D+01 -1,0290106684363D-01 1,5996856688998D-01 -3,6844712903184D-02 -2,3184273349979D-02 -2,9614862068086D-03
1,6569471449179D+01 -1,0242014264987D-01 1,5741855563316D-01 -3,7052430691461D-02 -2,0941695829523D-02 -2,9957135376918D-03
1,7200106640606D+01 -1,0180905758686D-01 1,5440683934004D-01 -3,6845932684231D-02 -1,8760305160884D-02 -3,0084560919311D-03
1,7841215435494D+01 -1,0107451690948D-01 1,5100975691018D-01 -3,6273906479824D-02 -1,6697331202868D-02 -3,0359976819947D-03
1,8493312638081D+01 -1,0022355919706D-01 1,4729699273926D-01 -3,5385193471534D-02 -1,4727648033083D-02 -3,0394079624126D-03
1,9156984060086D+01 -9,9263331044578D-02 1,4333158927508D-01 -3,4227480382276D-02 -1,2905157230577D-02 -3,0643793823547D-03
1,9832868768838D+01 -9,8200902508323D-02 1,3917414231898D-01 -3,2846351991515D-02 -1,1192121930291D-02 -3,0652341111471D-03
2,0521588079796D+01 -9,7043163728899D-02 1,3487569275040D-01 -3,1284709517609D-02 -9,6337039638909D-03 -3,0858844600035D-03
2,1223798812162D+01 -9,5796921681478D-02 1,3048408530729D-01 -2,9582650208209D-02 -8,1907388208595D-03 -3,0862254032572D-03
2,1940246544487D+01 -9,4468967105744D-02 1,2604076321266D-01 -2,7777496242912D-02 -6,8998458233823D-03 -3,1055459593785D-03
2,2671641351580D+01 -9,3066107639543D-02 1,2157961928527D-01 -2,5903592837504D-02 -5,7178397290002D-03 -3,1079209207722D-03
2,3418799819476D+01 -9,1594947811497D-02 1,1713454593404D-01 -2,3992212433041D-02 -4,6741001348801D-03 -3,1267144453767D-03
2,4182556286076D+01 -9,0061663069585D-02 1,1273000909506D-01 -2,2071070850851D-02 -3,7313694434222D-03 -3,1340942688027D-03
2,4963762841154D+01 -8,8471757242882D-02 1,0838746445991D-01 -2,0163919411294D-02 -2,9030510976134D-03 -3,1512632918832D-03
2,5763360333835D+01 -8,6830027419906D-02 1,0412625144000D-01 -1,8290660453427D-02 -2,1695039314076D-03 -3,1639403647412D-03
2,6582342868852D+01 -8,5140724978113D-02 9,9957793224588D-02 -1,6467676311454D-02 -1,5340548716123D-03 -3,1846629365902D-03
2,7421740054683D+01 -8,3407775922601D-02 9,5894721918245D-02 -1,4708093574479D-02 -9,8003219571987D-04 -3,2011797745542D-03
2,8282670259155D+01 -8,1635036015155D-02 9,1945873204135D-02 -1,3022197121705D-02 -5,1028900513134D-04 -3,2216489378551D-03
2,9166269601964D+01 -7,9826476653962D-02 8,8114760119781D-02 -1,1418025319352D-02 -1,1096739944829D-04 -3,2407092529804D-03
3,0073816217771D+01 -7,7986142131221D-02 8,4406346850382D-02 -9,9016739548971D-03 2,2024557055506D-04 -3,2612236651806D-03
3,1006623744976D+01 -7,6118031014707D-02 8,0822648786195D-02 -8,4778033316836D-03 4,9294621534933D-04 -3,2802393448465D-03
