0,0000000000000D+00 -3,5561443527162D-02 0,0000000000000D+00 -1,9370273081537D-04 3,5349504673972D-02 -4,0564158400580D-04 -3,2035264147708D-02
4,9335819925623D-01 -3,7844999725727D-02 1,4173867724512D-04 8,9285085963591D-04 3,6778853113950D-02 -3,1557074896417D-05 -3,3647471443078D-02
9,8695397069575D-01 -4,1678959723282D-02 7,9734082098282D-04 2,3190062267102D-03 3,8402426129690D-02 -1,6018654589900D-04 -3,6723738255430D-02
1,4810254070369D+00 -4,6773960212120D-02 2,0881979904237D-03 4,3539508630392D-03 4,0142208926396D-02 -1,8960243226151D-04 -4,0962686277268D-02
1,9758112950446D+00 -5,2598913377790D-02 4,2476170327506D-03 7,1367148256255D-03 4,0867147345582D-02 -3,4743417383194D-04 -4,5820334311050D-02
2,4715519136843D+00 -5,8678750527924D-02 7,4635042552844D-03 1,0516963916588D-02 4,0279976120608D-02 -4,1830623544313D-04 -5,0811468647275D-02
2,9684890688241D+00 -6,4602608979165D-02 1,1895218166199D-02 1,4352918978149D-02 3,7787437520277D-02 -5,6703431453971D-04 -5,5520083452076D-02
3,4668670649002D+00 -7,0070860706677D-02 1,7631861663638D-02 1,8312650224023D-02 3,3442771366608D-02 -6,8357745240853D-04 -5,9647953679324D-02
3,9669327049170D+00 -7,4915252401094D-02 2,4684932193021D-02 2,2046341306927D-02 2,7351366949633D-02 -8,3261195151362D-04 -6,3034968716645D-02
4,4689355680654D+00 -7,9079348006260D-02 3,2982777049449D-02 2,5180231982388D-02 1,9943908310155D-02 -9,7243066426832D-04 -6,5638780237448D-02
4,9731293978169D+00 -8,2591324984308D-02 4,2377730006322D-02 2,7401118741883D-02 1,1691140689190D-02 -1,1213355469124D-03 -6,7506256331054D-02
5,4797718243041D+00 -8,5531099670285D-02 5,2660182587283D-02 2,8481436486849D-02 3,1214656073585D-03 -1,2680149887942D-03 -6,8738935713869D-02
5,9891243643212D+00 -8,8000589905432D-02 6,3577066550024D-02 2,8302988957778D-02 -5,2949373762315D-03 -1,4154717738622D-03 -6,9461717139147D-02
6,5014551975107D+00 -9,0102853631226D-02 7,4851350238702D-02 2,6854964755441D-02 -1,3160113940606D-02 -1,5566525776889D-03 -6,9800598904761D-02
7,0170369454140D+00 -9,1928271978018D-02 8,6202427937153D-02 2,4220372892965D-02 -2,0191492401823D-02 -1,6969635497222D-03 -6,9867792710688D-02
7,5361483371833D+00 -9,3548275533706D-02 9,7361162544657D-02 2,0554414988836D-02 -2,6197779734345D-02 -1,8304777345576D-03 -6,9754671771893D-02
8,0590753200563D+00 -9,5013722118954D-02 1,0808370065544D-01 1,6059675055102D-02 -3,1086796147781D-02 -1,9571425561922D-03 -6,9529682740815D-02
8,5861116145940D+00 -9,6356639605058D-02 1,1816020448991D-01 1,0962943510802D-02 -3,4843521215347D-02 -2,0770128196943D-03 -6,9239831149850D-02
9,1175581594428D+00 -9,7593538754656D-02 1,2741932390334D-01 5,4950225730572D-03 -3,7512508776839D-02 -2,1917010550948D-03 -6,8913969472663D-02
9,6537253322841D+00 -9,8729357441569D-02 1,3573141105802D-01 -1,2477141446534D-04 -3,9170709559054D-02 -2,2934273570641D-03 -6,8566814691057D-02
1,0194932949834D+01 -9,9761252972923D-02 1,4300681866469D-01 -5,6994647867507D-03 -3,9941404854134D-02 -2,3953039491128D-03 -6,8202939430484D-02
1,0741509712608D+01 -1,0068188370781D-01 1,4919252488197D-01 -1,1061257665790D-02 -3,9929091150029D-02 -2,4797076416573D-03 -6,7820292617331D-02
1,1293797646815D+01 -1,0148200643409D-01 1,5426958047097D-01 -1,6074390620757D-02 -3,9277381685378D-02 -2,5641982692501D-03 -6,7413054065907D-02
1,1852147662465D+01 -1,0215235927248D-01 1,5824828628286D-01 -2,0635681991823D-02 -3,8096355377728D-02 -2,6361103591697D-03 -6,6973791277499D-02
1,2416926216211D+01 -1,0268491914854D-01 1,6116069279449D-01 -2,4672695934973D-02 -3,6505491418052D-02 -2,7024137070735D-03 -6,6494987173039D-02
1,2988511979931D+01 -1,0307362848992D-01 1,6305996705272D-01 -2,8140881848168D-02 -3,4603556027252D-02 -2,7580993126208D-03 -6,5969996908373D-02
1,3567296951195D+01 -1,0331471818455D-01 1,6401093165688D-01 -3,1019884461848D-02 -3,2489623737290D-02 -2,8132947268142D-03 -6,5393602932841D-02
1,4153690895173D+01 -1,0340672410022D-01 1,6408860944792D-01 -3,3309530285114D-02 -3,0225220377348D-02 -2,8528653147627D-03 -6,4762221153890D-02
1,4748120234153D+01 -1,0335028025921D-01 1,6337590678205D-01 -3,5025966200268D-02 -2,7898138245061D-02 -2,8984779224836D-03 -6,4073869219447D-02
1,5351026937070D+01 -1,0314788805943D-01 1,6195600356719D-01 -3,6197784570153D-02 -2,5533566102410D-02 -2,9232351647972D-03 -6,3328055506196D-02
