0,0000000000000D+00 1,0697499743667D-12 -0,0000000000000D+00 7,2634042877495D-13 0,0000000000000D+00 2,1749986534036D-10 -0,0000000000000D+00 6,1911690863781D-05
3,3101204317063D-03 1,3149341975804D-04 9,3381009591553D-09 3,2026091503212D-05 -2,7619844900073D-07 9,1620473540388D-05 -1,2339130250894D-07 7,3543757025618D-05
6,6218348219991D-03 5,2401964785531D-04 2,0500749542407D-07 1,1465132411104D-04 -2,8145602755103D-06 1,9892177078873D-04 -6,9488538656515D-07 8,6318694229703D-05
9,9367406219244D-03 1,1746662203223D-03 9,4630013336428D-07 2,3179144773167D-04 -9,8656028058031D-06 3,2230961369351D-04 -1,8236974028696D-06 1,0029537952505D-04
1,3256439939141D-02 2,0772288553417D-03 2,6853685994865D-06 3,7153743323870D-04 -2,3851880541770D-05 4,6186364488676D-04 -3,7224465359031D-06 1,1553528020158D-04
1,6582544893026D-02 3,2188862096518D-03 5,8380446716910D-06 5,2510382374749D-04 -4,6826553443680D-05 6,1715429183096D-04 -6,5744534367695D-06 1,3207482697908D-04
1,9916677847505D-02 4,5784148387611D-03 1,0783825018734D-05 6,8610371090472D-04 -8,0478886957280D-05 7,8712741378695D-04 -1,0553269930824D-05 1,4990955241956D-04
2,3260477930307D-02 6,1259940266609D-03 1,7827367628342D-05 8,5001875413582D-04 -1,2590203550644D-04 9,7005540737882D-04 -1,5790250472492D-05 1,6898052126635D-04
2,6615601032972D-02 7,8245606273413D-03 2,7209940526518D-05 1,0137726785615D-03 -1,8358034139965D-04 1,1635896516964D-03 -2,2370064471033D-05 1,8917050329037D-04
2,9983721673489D-02 9,6321981400251D-03 3,9109450881369D-05 1,1753772851080D-03 -2,5338720297441D-04 1,3648937456310D-03 -3,0324657927849D-05 2,1030803327449D-04
3,3366542309523D-02 1,1504964902997D-02 5,3651823691325D-05 1,3336387928575D-03 -3,3466337481514D-04 1,5708226710558D-03 -3,9635506254854D-05 2,3217714624479D-04
3,6765791475773D-02 1,3399653136730D-02 7,0919319114182D-05 1,4879195950925D-03 -4,2632044642232D-04 1,7781208734959D-03 -5,0238988478668D-05 2,5453118723817D-04
4,0183223783970D-02 1,5276095829904D-02 9,0959634690080D-05 1,6379501903430D-03 -5,2696163766086D-04 1,9836036954075D-03 -6,2034407164901D-05 2,7710734866560D-04
4,3620638549328D-02 1,7098834738135D-02 1,1379313218640D-04 1,7836864572018D-03 -6,3499977113679D-04 2,1843095310032D-03 -7,4893061537296D-05 2,9964081477374D-04
4,7079864889383D-02 1,8838120624423D-02 1,3941872748546D-04 1,9252058118582D-03 -7,4876361759380D-04 2,3776083253324D-03 -8,8667278760113D-05 3,2187669421546D-04
5,0562772899866D-02 2,0470323041081D-02 1,6781834710855D-04 2,0626352634281D-03 -8,6658564396203D-04 2,5612700264901D-03 -1,0319867578801D-04 3,4357927506790D-04
5,4071281105280D-02 2,1977839991450D-02 1,9895998411812D-04 2,1961051970720D-03 -9,8687061108649D-04 2,7334953192621D-03 -1,1832534073619D-04 3,6453854409046D-04
5,7607360184193D-02 2,3348677903414D-02 2,3279996821657D-04 2,3257203865796D-03 -1,1081438278779D-03 2,8929142281413D-03 -1,3388760271482D-04 3,8457411574200D-04
6,1173029243946D-02 2,4575823917985D-02 2,6928423903883D-04 2,4515490513295D-03 -1,2290826998651D-03 3,0385642312467D-03 -1,4973252837081D-04 4,0353677468374D-04
6,4770370721817D-02 2,5656491518021D-02 3,0834937933832D-04 2,5736184325069D-03 -1,3485337840393D-03 3,1698520760983D-03 -1,6571709420532D-04 4,2130841757171D-04
6,8401530385017D-02 2,6591356843710D-02 3,4992297878489D-04 2,6919192168862D-03 -1,4655174454674D-03 3,2865076791495D-03 -1,8171043484472D-04 4,3780062696896D-04
7,2068713605404D-02 2,7383819222450D-02 3,9392427424900D-04 2,8064127545804D-03 -1,5792248304933D-03 3,3885343000293D-03 -1,9759497081395D-04 4,5295225572772D-04
7,5774215161800D-02 2,8039334341884D-02 4,4026426621713D-04 2,9170410707593D-03 -1,6890077386051D-03 3,4761598799378D-03 -2,1326699061319D-04 4,6672677854076D-04
7,9520389437675D-02 2,8564825654030D-02 4,8884621355683D-04 3,0237368773669D-03 -1,7943650018424D-03 3,5497900098562D-03 -2,2863656340633D-04 4,7910903231241D-04
8,3309695124626D-02 2,8968198224902D-02 5,3956574993208D-04 3,1264314893633D-03 -1,8949266523123D-03 3,6099671851844D-03 -2,4362704425585D-04 4,9010216025636D-04
8,7144672870636D-02 2,9257936403155D-02 5,9231178602204D-04 3,2250636722893D-03 -1,9904368091375D-03 3,6573330871761D-03 -2,5817437563092D-04 4,9972470151260D-04
9,1027952730656D-02 2,9442785307765D-02 6,4696645131335D-04 3,3195840660483D-03 -2,0807376131415D-03 3,6925985477865D-03 -2,7222605422139D-04 5,0800765166059D-04
9,4962283968925D-02 2,9531510546803D-02 7,0340587990358D-04 3,4099598415196D-03 -2,1657519973814D-03 3,7165174726397D-03 -2,8574021416716D-04 5,1499198889360D-04
9,8950527608395D-02 2,9532710090280D-02 7,6150096720085D-04 3,4961758647114D-03 -2,2454711142927D-03 3,7298649549484D-03 -2,9868440469727D-04 5,2072649123147D-04
1,0299564898014D-01 2,9454696923494D-02 8,2111760275438D-04 3,5782353952527D-03 -2,3199392016977D-03 3,7334212101996D-03 -3,1103467335925D-04 5,2526564104483D-04
1,0710076242685D-01 2,9305392876267D-02 8,8211736874655D-04 3,6561598535627D-03 -2,3892431054264D-03 3,7279592361301D-03 -3,2277434365824D-04 5,2866822807118D-04
1,1126910895109D-01 2,9092293232679D-02 9,4435829669237D-04 3,7299867253751D-03 -2,4535018019378D-03 3,7142334040254D-03 -3,3389317104593D-04 5,3099554497749D-04
1,1550408601761D-01 2,8822422027588D-02 1,0076948674396D-03 3,7997690960765D-03 -2,5128584820777D-03 3,6929734051228D-03 -3,4438644070178D-04 5,3231051424518D-04
1,1980923265219D-01 2,8502326458693D-02 1,0719790589064D-03 3,8655737880617D-03 -2,5674726348370D-03 3,6648795939982D-03 -3,5425406531431D-04 5,3267675684765D-04
1,2418827414513D-01 2,8138084337115D-02 1,1370598804206D-03 3,9274808950722D-03 -2,6175144594163D-03 3,6306183319539D-03 -3,6349994479679D-04 5,3215748630464D-04
1,2864510715008D-01 2,7735307812691D-02 1,2027842458338D-03 3,9855809882283D-03 -2,6631611399353D-03 3,5908210556954D-03 -3,7213123869151D-04 5,3081510122865D-04
1,3318383693695D-01 2,7299165725708D-02 1,2689967406914D-03 4,0399753488600D-03 -2,7045912574977D-03 3,5460824146867D-03 -3,8015775498934D-04 5,2871071966365D-04
