0,0000000000000D+00 -2,1028095828062D-26 0,0000000000000D+00 1,0000000000000D+00 7,1000000000000D-01
4,9335819925623D-01 4,9265576687396D-01 3,5026987891494D-01 9,9700163951015D-01 7,0983940262514D-01
9,8695397069575D-01 9,8384559807276D-01 7,0047804672358D-01 9,9310010605353D-01 7,0906671076341D-01
1,4810254070369D+00 1,4733329402226D+00 1,0504746166631D+00 9,8812933269449D-01 7,0757938272919D-01
1,9758112950446D+00 1,9606961459101D+00 1,4000144938206D+00 9,8154822666369D-01 7,0513644368613D-01
2,4715519136843D+00 2,4452258399493D+00 1,7487349741780D+00 9,7284143618536D-01 7,0151895012044D-01
2,9684890688241D+00 2,9259927909953D+00 2,0961667050411D+00 9,6163834995742D-01 6,9653291053805D-01
3,4668670649002D+00 3,4018866627590D+00 2,4417466405145D+00 9,4766595088014D-01 6,9002595518170D-01
3,9669327049170D+00 3,8716872478592D+00 2,7848407012658D+00 9,3081879089598D-01 6,8190045314821D-01
4,4689355680654D+00 4,3341301169397D+00 3,1247694884333D+00 9,1111961958897D-01 6,7212118551000D-01
4,9731293978169D+00 4,7879688485618D+00 3,4608370516746D+00 8,8872124369690D-01 6,6070798603590D-01
5,4797718243041D+00 5,2320308765440D+00 3,7923541400562D+00 8,6387866817189D-01 6,4773557509784D-01
5,9891243643212D+00 5,6652594324537D+00 4,1186642115225D+00 8,3691672473427D-01 6,3332134532337D-01
6,5014551975107D+00 6,0867413553029D+00 4,4391572257962D+00 8,0820355529329D-01 6,1761001640970D-01
7,0170369454140D+00 6,4957248715170D+00 4,7532854076927D+00 7,7812941672690D-01 6,0077575011295D-01
7,5361483371833D+00 6,8916264333854D+00 5,0605723110264D+00 7,4708119883407D-01 5,8299912448640D-01
8,0590753200563D+00 7,2740284395774D+00 5,3606155771906D+00 7,1543291194119D-01 5,6446720957944D-01
8,5861116145940D+00 7,6426723966929D+00 5,6530908759862D+00 6,8352477315551D-01 5,4536485170698D-01
9,1175581594428D+00 7,9974429628798D+00 5,9377483588758D+00 6,5166619442949D-01 5,2586639006828D-01
9,6537253322841D+00 8,3383570063141D+00 6,2144106885695D+00 6,2012372020494D-01 5,0613844997130D-01
1,0194932949834D+01 8,6655412662642D+00 6,4829687041133D+00 5,8912485724506D-01 4,8633234427154D-01
1,0741509712608D+01 8,9792209556748D+00 6,7433747214802D+00 5,5885694992101D-01 4,6658143376387D-01
1,1293797646815D+01 9,2796969663342D+00 6,9956358341619D+00 5,2946771048238D-01 4,4700556916998D-01
1,1852147662465D+01 9,5673358391484D+00 7,2398095782569D+00 5,0107504718310D-01 4,2771020070330D-01
1,2416926216211D+01 9,8425515282747D+00 7,4759960508133D+00 4,7376097666039D-01 4,0878025061865D-01
1,2988511979931D+01 1,0105794459603D+01 7,7043316045029D+00 4,4758259073561D-01 3,9029275633657D-01
1,3567296951195D+01 1,0357538765647D+01 7,9249856949584D+00 4,2257374922610D-01 3,7230544124490D-01
1,4153690895173D+01 1,0598275902995D+01 8,1381506346185D+00 3,9875378631272D-01 3,5486514506431D-01
1,4748120234153D+01 1,0828504622582D+01 8,3440423808941D+00 3,7611566872432D-01 3,3801170523124D-01
1,5351026937070D+01 1,1048721851755D+01 8,5428926545108D+00 3,5464851336664D-01 3,2176923796330D-01
1,5962875182352D+01 1,1259424517861D+01 8,7349457868458D+00 3,3433239604970D-01 3,0615573347647D-01
1,6584148026499D+01 1,1461099518521D+01 8,9204555672651D+00 3,1513215660045D-01 2,9118328032206D-01
1,7215351845978D+01 1,1654221898045D+01 9,0996836667921D+00 2,9701136167361D-01 2,7685601940899D-01
1,7857014116276D+01 1,1839253023841D+01 9,2728949091131D+00 2,7993053217975D-01 2,6317201216648D-01
1,8509690074749D+01 1,2016639674624D+01 9,4403564824115D+00 2,6384488329382D-01 2,5012450418791D-01
1,9173960499670D+01 1,2186810393245D+01 9,6023347867053D+00 2,4870864440339D-01 2,3770407467471D-01
1,9850437262604D+01 1,2350178222069D+01 9,7590962220120D+00 2,3447923874041D-01 2,2589806832355D-01
2,0539759996984D+01 1,2507138879386D+01 9,9109032475209D+00 2,2110786110098D-01 2,1468872889549D-01
2,1242601650485D+01 1,2658068024036D+01 1,0058014381592D+01 2,0854665950700D-01 2,0405830385552D-01
2,1959675147870D+01 1,2803324902578D+01 1,0200683413592D+01 1,9675643128575D-01 1,9398753664481D-01
2,2691728949093D+01 1,2943254172878D+01 1,0339159403893D+01 1,8569153098390D-01 1,8445613974547D-01
2,3439549270251D+01 1,3078180433351D+01 1,0473685107539D+01 1,7530867466492D-01 1,7544100100115D-01
2,4203971188324D+01 1,3208414605512D+01 1,0604496186086D+01 1,6557064364863D-01 1,6691972930932D-01
2,4985874199283D+01 1,3334253022182D+01 1,0731821995761D+01 1,5644075162435D-01 1,5887013419282D-01
