0,0000000000000D+00 -2,5358682456871D-01 -0,0000000000000D+00 1,2961233372332D-08 2,3267086472814D-04 2,5106161262416D-01 -2,2925281185873D-03
4,9291618185410D-01 -2,5193577130905D-01 1,2875737636536D-04 1,2491838074674D-03 1,5489984761826D-04 2,5053766571359D-01 1,3473543599557D-04
9,8608088989202D-01 -2,5159343401551D-01 1,3069918293430D-03 1,4709381359089D-03 1,8557017173948D-03 2,4698435451663D-01 2,4552183769788D-05
1,4797071465570D+00 -2,5170243798764D-01 4,5580677572313D-03 9,2358523673994D-04 6,0886018181876D-03 2,4019893896677D-01 6,6755791288065D-05
1,9740612299032D+00 -2,5085712184595D-01 1,0945373233637D-02 -1,8766911314036D-04 1,3755727241009D-02 2,2635502287899D-01 1,1332394543678D-05
2,4693561623738D+00 -2,4843629621133D-01 2,1294548987875D-02 -1,7060153776491D-03 2,4655431885355D-02 2,0427200949075D-01 7,9678775005226D-05
2,9658582220229D+00 -2,4416228252785D-01 3,6170873567840D-02 -3,5126589713687D-03 3,7823739630337D-02 1,7372319024774D-01 4,2861946698225D-05
3,4637981831641D+00 -2,3823882628655D-01 5,5755081197918D-02 -5,5211811887378D-03 5,1556810955321D-02 1,3652646341519D-01 7,8348093138059D-05
3,9634245719812D+00 -2,3116906856699D-01 7,9840688986872D-02 -7,6640292950591D-03 6,3946293721277D-02 9,5115000387852D-02 6,8885233952418D-05
4,4649859146580D+00 -2,2360259232195D-01 1,0785507166415D-01 -9,8925031467277D-03 7,3220587103123D-02 5,2509666105140D-02 9,0229403732760D-05
4,9687307373782D+00 -2,1617409562421D-01 1,3893617312883D-01 -1,2166503674165D-02 7,8088071876871D-02 1,1412601330776D-02 9,6247038096735D-05
5,4749253181961D+00 -2,0939907794388D-01 1,7203049972627D-01 -1,4457037061347D-02 7,7862505474601D-02 -2,5922658553587D-02 1,1423164205711D-04
5,9838181832954D+00 -2,0361945017107D-01 2,0600040799995D-01 -1,6739114261379D-02 7,2474471494037D-02 -5,7987720210889D-02 1,2859485065114D-04
6,4956933626004D+00 -1,9899878062232D-01 2,3972059653425D-01 -1,8994510355030D-02 6,2369497485114D-02 -8,3945550216303D-02 1,5125282570588D-04
7,0108348860356D+00 -1,9554616409264D-01 2,7216055586019D-01 -2,1207041855161D-02 4,8360891404267D-02 -1,0359639406274D-01 1,7184725392236D-04
7,5294735279144D+00 -1,9315600455390D-01 3,0243965250998D-01 -2,3364804061488D-02 3,1470217186723D-02 -1,1719189310999D-01 1,9716797132449D-04
8,0519465737721D+00 -1,9165023951475D-01 3,2985967991609D-01 -2,5457211669096D-02 1,2786030467772D-02 -1,2531560288317D-01 2,2265631684096D-04
8,5785203016627D+00 -1,9081608605837D-01 3,5391673398071D-01 -2,7476590811454D-02 -6,6461874444855D-03 -1,2872151935475D-01 2,5635031164853D-04
9,1094964933808D+00 -1,9043552303781D-01 3,7429485471181D-01 -2,9416430827294D-02 -2,5899208734448D-02 -1,2826228552972D-01 2,8140658253739D-04
9,6451769307212D+00 -1,9030563531399D-01 3,9085154322436D-01 -3,1272402236482D-02 -4,4206587654889D-02 -1,2474880572899D-01 3,1811229001656D-04
1,0185916651089D+01 -1,9025086774555D-01 4,0358950306502D-01 -3,3041323693170D-02 -6,0979200806661D-02 -1,1896725262999D-01 3,5085818963616D-04
1,0731999684409D+01 -1,9012877317490D-01 4,1262655732930D-01 -3,4721715501616D-02 -7,5802399931705D-02 -1,1158850318499D-01 3,8516553609429D-04
1,1283798819957D+01 -1,8983089725476D-01 4,1817543471918D-01 -3,6313141973629D-02 -8,8420983337010D-02 -1,0319167299630D-01 4,1873915748725D-04
1,1841651343267D+01 -1,8928058993197D-01 4,2051103360524D-01 -3,7816422422222D-02 -9,8716318162106D-02 -9,4239031864366D-02 4,5867122457044D-04
1,2405930043617D+01 -1,8842894268036D-01 4,1994271979030D-01 -3,9233181772535D-02 -1,0668092340052D-01 -8,5110102318738D-02 4,8956961814152D-04
1,2977007710280D+01 -1,8724994629232D-01 4,1681030671066D-01 -4,0565853302010D-02 -1,1239294569797D-01 -7,6073384320844D-02 5,2817709751708D-04
1,3555292636274D+01 -1,8573549208902D-01 4,1144784158354D-01 -4,1817344338765D-02 -1,1599248379250D-01 -6,7342435067337D-02 5,6008629591224D-04
1,4141157610875D+01 -1,8389076710450D-01 4,0418832071187D-01 -4,2990962276802D-02 -1,1766101454034D-01 -5,9050877973284D-02 5,9469881694345D-04
1,4735064182709D+01 -1,8173023133029D-01 3,9534648019143D-01 -4,4090178920761D-02 -1,1760422520229D-01 -5,1297122723052D-02 6,2472201504155D-04
1,5337438396662D+01 -1,7927430083652D-01 3,8521478068945D-01 -4,5118540060069D-02 -1,1603854360918D-01 -4,4128428773175D-02 6,5496741050774D-04
1,5948741801363D+01 -1,7654685727731D-01 3,7406328493559D-01 -4,6079479136885D-02 -1,1318080997100D-01 -3,7568699372695D-02 6,8743917770522D-04
1,6569471449179D+01 -1,7357336796894D-01 3,6212700878584D-01 -4,6976246001488D-02 -1,0924084747296D-01 -3,1627402439968D-02 7,0914490249057D-04
1,7200106640606D+01 -1,7037958566580D-01 3,4962365676732D-01 -4,7811786344476D-02 -1,0441661558007D-01 -2,6279063941905D-02 7,3660523507120D-04
1,7841215435494D+01 -1,6699071366969D-01 3,3673639214331D-01 -4,8588664971804D-02 -9,8891084582414D-02 -2,1507663375580D-02 7,5826554382595D-04
1,8493312638081D+01 -1,6343092663408D-01 3,2362703417103D-01 -4,9309002780702D-02 -9,2830340700242D-02 -1,7280331300323D-02 7,7643275568359D-04
1,9156984060086D+01 -1,5972306055189D-01 3,1043345761568D-01 -4,9974405515069D-02 -8,6383493986868D-02 -1,3558425379747D-02 7,9407218211066D-04
1,9832868768838D+01 -1,5588848043315D-01 2,9726877579036D-01 -5,0585941844052D-02 -7,9682541079303D-02 -1,0301505724345D-02 8,1030670951022D-04
2,0521588079796D+01 -1,5194709889317D-01 2,8423316483597D-01 -5,1144126920984D-02 -7,2843417022171D-02 -7,4800577139506D-03 8,1846428568825D-04
2,1223798812162D+01 -1,4791735000314D-01 2,7140572040074D-01 -5,1648949785155D-02 -6,5966796174027D-02 -5,0400238396431D-03 8,3260059877788D-04
2,1940246544487D+01 -1,4381632444786D-01 2,5884664357410D-01 -5,2099917204651D-02 -5,9139422869113D-02 -2,9563981922564D-03 8,3458086022075D-04
2,2671641351580D+01 -1,3965968666681D-01 2,4661122736831D-01 -5,2496064637063D-02 -5,2435365998844D-02 -1,1768896827912D-03 8,4322038279729D-04
2,3418799819476D+01 -1,3546137838921D-01 2,3474063580859D-01 -5,2836027474094D-02 -4,5916044917092D-02 3,1236333206274D-04 8,3954836025022D-04
2,4182556286076D+01 -1,3123352096753D-01 2,2326080690176D-01 -5,3118052002272D-02 -3,9631422234830D-02 1,5669702938871D-03 8,4478199101548D-04
2,4963762841154D+01 -1,2698675973052D-01 2,1219464161102D-01 -5,3340028285075D-02 -3,3620544078220D-02 2,5873676598408D-03 8,3467717704534D-04
2,5763360333835D+01 -1,2273099427628D-01 2,0155564370664D-01 -5,3499539486123D-02 -2,7913457402347D-02 3,4212971784624D-03 8,3294972035531D-04
2,6582342868852D+01 -1,1847599408599D-01 1,9135390583041D-01 -5,3593987917335D-02 -2,2533895809974D-02 4,0721245286492D-03 8,2215254576054D-04
2,7421740054683D+01 -1,1423149997100D-01 1,8159247613797D-01 -5,3620688204957D-02 -1,7499721264150D-02 4,5738879457618D-03 8,1445464362548D-04
2,8282670259155D+01 -1,1000700196038D-01 1,7226705046727D-01 -5,3576993337714D-02 -1,2823491852482D-02 4,9417216952346D-03 8,0128501193235D-04
2,9166269601964D+01 -1,0581154680354D-01 1,6337855600204D-01 -5,3460437156037D-02 -8,5129745160343D-03 5,1955882467459D-03 7,8918577317287D-04
3,0073816217771D+01 -1,0165357855331D-01 1,5491575342649D-01 -5,3268778194893D-02 -4,5713116407841D-03 5,3491656416740D-03 7,7125067917739D-04
3,1006623744976D+01 -9,7540836488772D-02 1,4687250090330D-01 -5,3000125731944D-02 -9,9801336730098D-04 5,4236578170967D-03 7,5718313237829D-04
3,1966076829459D+01 -9,3480462863413D-02 1,3923765248286D-01 -5,2652978150030D-02 2,2106776714488D-03 5,4215268526607D-03 7,3641599353099D-04
3,2953666628324D+01 -8,9479188156331D-02 1,3199565757748D-01 -5,2226283221066D-02 5,0615889675023D-03 5,3656661871564D-03 7,1744135474151D-04
3,3970990809896D+01 -8,5543668494093D-02 1,2513711395280D-01 -5,1719503870302D-02 7,5643937320812D-03 5,2581682880038D-03 6,9650360849234D-04
3,5019718049979D+01 -8,1680536374288D-02 1,1864265823191D-01 -5,1132623656674D-02 9,7305694019177D-03 5,1155324477961D-03 6,7560005065977D-04
3,6101676791212D+01 -7,7896006219057D-02 1,1249752368753D-01 -5,0466212537060D-02 1,1574255851173D-02 4,9413544514801D-03 6,5091523406568D-04
3,7218748731845D+01 -7,4195320826822D-02 1,0668712089713D-01 -4,9721520032311D-02 1,3111466703382D-02 4,7483630644866D-03 6,3010980586896D-04
3,8373010840697D+01 -7,0582388746180D-02 1,0119167106823D-01 -4,8900420423698D-02 1,4360435312349D-02 4,5352042790796D-03 6,0450148978125D-04
3,9566593342204D+01 -6,7059998827057D-02 9,5995454351314D-02 -4,8005177097675D-02 1,5341670044502D-02 4,3097330370481D-03 5,8168150813136D-04
4,0801857235110D+01 -6,3630661727504D-02 9,1082691762419D-02 -4,7038130165655D-02 1,6076382905269D-02 4,0675695604155D-03 5,5785233494463D-04
4,2081270029383D+01 -6,0297659040475D-02 8,6434215167785D-02 -4,6001499171252D-02 1,6585758610226D-02 3,8135343165740D-03 5,3434988285858D-04
4,3407459001824D+01 -5,7065547063714D-02 8,2035431130257D-02 -4,4897722872264D-02 1,6887638432422D-02 3,5508573739873D-03 5,1065700068772D-04
4,4783246699807D+01 -5,3939373892836D-02 7,7871560776658D-02 -4,3729952472588D-02 1,6998031649726D-02 3,2872123919077D-03 4,8747845286778D-04
4,6211633189406D+01 -5,0923307995234D-02 7,3927564763956D-02 -4,2502314679239D-02 1,6934487828139D-02 3,0286654858474D-03 4,6509540346970D-04
4,7695813807272D+01 -4,8019834509658D-02 7,0187319199424D-02 -4,1219881560401D-02 1,6716130913052D-02 2,7774605791032D-03 4,4119462152060D-04
4,9239196912496D+01 -4,5229621348654D-02 6,6637407554470D-02 -3,9888615741880D-02 1,6363074169653D-02 2,5362926867010D-03 4,1853732029028D-04
5,0845403886614D+01 -4,2552397881619D-02 6,3265782024110D-02 -3,8515211476825D-02 1,5895415333222D-02 2,3037826055065D-03 3,9737060439491D-04
5,2518286885475D+01 -3,9988442615482D-02 6,0053443303449D-02 -3,7106639776288D-02 1,5332353879521D-02 2,0859788356572D-03 3,7669362685771D-04
5,4261928839243D+01 -3,7538156297771D-02 5,6986731246692D-02 -3,5669729162103D-02 1,4692107867159D-02 1,8832107053023D-03 3,5416435928025D-04
5,6080661204262D+01 -3,5200465857670D-02 5,4053776861083D-02 -3,4210732718872D-02 1,3992818727768D-02 1,6994307684774D-03 3,3482778078576D-04
5,7979010707454D+01 -3,2971527017412D-02 5,1235203405354D-02 -3,2734991052155D-02 1,3256133414380D-02 1,5299815729832D-03 3,1480032315060D-04
5,9961841361271D+01 -3,0846191967081D-02 4,8516507890467D-02 -3,1247104919639D-02 1,2504856061860D-02 1,3697418264574D-03 2,9780889206464D-04
6,2034141441262D+01 -2,8822021250625D-02 4,5877928855822D-02 -2,9751291454191D-02 1,1754611184350D-02 1,2195282859152D-03 2,7875562127127D-04
6,4201218756637D+01 -2,6896779566391D-02 4,3308928935985D-02 -2,8251238934459D-02 1,1018443846730D-02 1,0829717588574D-03 2,6232604072236D-04
6,6468523131570D+01 -2,5068543830337D-02 4,0798413043217D-02 -2,6750046500969D-02 1,0309813726166D-02 9,5502233357545D-04 2,4465877165329D-04
6,8841681908938D+01 -2,3337754801730D-02 3,8338325036302D-02 -2,5251021547724D-02 9,6381557794890D-03 8,4048637658861D-04 2,2819084292479D-04
7,1326464446579D+01 -2,1701614494106D-02 3,5923568629979D-02 -2,3758337364754D-02 9,0097406795712D-03 7,3896932214622D-04 2,1232677283643D-04
7,3928711109812D+01 -2,0155295033958D-02 3,3544166677304D-02 -2,2276168612177D-02 8,4359398967992D-03 6,4813730028520D-04 1,9678022825324D-04
7,6654209008346D+01 -1,8695215527899D-02 3,1196396483968D-02 -2,0808181647222D-02 7,9277498707703D-03 5,6026745482995D-04 1,8101663444793D-04
7,9508691996280D+01 -1,7320837707731D-02 2,8876929424221D-02 -1,9358531948764D-02 7,4848838047874D-03 4,8477038160799D-04 1,6721395412080D-04
8,2497574394046D+01 -1,6027862516554D-02 2,6581734046126D-02 -1,7931179073006D-02 7,1118945779387D-03 4,1924733212836D-04 1,5383436663372D-04
8,5625950988413D+01 -1,4812465682472D-02 2,4307734168237D-02 -1,6528798803080D-02 6,8160952925285D-03 3,5879345988691D-04 1,4135843510042D-04
8,8898313002559D+01 -1,3675146407100D-02 2,2052984608643D-02 -1,5153988827069D-02 6,5942488119627D-03 3,1029997700135D-04 1,2839816343735D-04
9,2318335073632D+01 -1,2614308158921D-02 1,9818981863506D-02 -1,3810726512325D-02 6,4426631666262D-03 2,8027991302958D-04 1,1689027191456D-04
9,5888697734041D+01 -1,1625189855684D-02 1,7608444283964D-02 -1,2504427819284D-02 6,3669938220717D-03 2,5983574778876D-04 1,0565617885694D-04
9,9610767877799D+01 -1,0708373951783D-02 1,5429489791631D-02 -1,1242624810301D-02 6,3734987278481D-03 2,4282829048882D-04 9,4818047884782D-05
1,0348435023433D+02 -9,8683898079233D-03 1,3294250797858D-02 -1,0034066186454D-02 6,4529499869272D-03 2,4147046475794D-04 8,6215255165342D-05
1,0750731457921D+02 -9,1082205830231D-03 1,1215755223850D-02 -8,8852982313165D-03 6,5952906643857D-03 2,5945658033086D-04 7,6983654226639D-05
1,1167548922291D+02 -8,4262447776066D-03 9,2138091468063D-03 -7,8015759199066D-03 6,7971232191558D-03 2,8669091557671D-04 6,9802584025696D-05
1,1598223496596D+02 -7,8195586261341D-03 7,3153973524881D-03 -6,7924056123261D-03 7,0438478234689D-03 3,1477275594775D-04 6,2053693444553D-05
1,2041837409142D+02 -7,2915632842064D-03 5,5543991294403D-03 -5,8716758972255D-03 7,3129322193537D-03 3,5122692350453D-04 5,5319090866646D-05
1,2497203059809D+02 -6,8439510594805D-03 3,9694722159456D-03 -5,0560956907421D-03 7,5851085311230D-03 3,9542202512345D-04 4,9956021969466D-05
1,2962871895982D+02 -6,4784116604253D-03 2,6003073148472D-03 -4,3628048018940D-03 7,8400980394247D-03 4,4505361817719D-04 4,4242510129754D-05
1,3437136187741D+02 -6,1972243385990D-03 1,4856079153157D-03 -3,8054965816987D-03 8,0582577180092D-03 4,9917663408764D-04 4,0321347114838D-05
1,3918068081974D+02 -5,9964213941868D-03 6,6220097052190D-04 -3,3976804467727D-03 8,2262375384281D-03 5,4259715946855D-04 3,6933827459155D-05
1,4403553330932D+02 -5,8748250012229D-03 1,6059143291976D-04 -3,1516005368633D-03 8,3338317086767D-03 5,6660276691777D-04 3,4600370428017D-05
1,4891348098213D+02 -5,8346688860943D-03 2,2541748263374D-07 -3,0732715411465D-03 8,3718423697173D-03 5,7033289109388D-04 3,4460251052938D-05
