0,0000000000000D+00 2,5033113480936D-10 -0,0000000000000D+00 1,6997020626319D-10 -0,0000000000000D+00 3,5196762382926D-07 0,0000000000000D+00 6,9283134757344D-01
4,9335819925623D-01 3,0770645269219D-02 2,1851997813354D-06 7,4943940374980D-03 6,4632926223597D-05 1,4826418543137D-01 1,9967710544236D-04 8,2300159428340D-01
9,8695397069575D-01 1,2262532017136D-01 4,7973601499092D-05 2,6829443103378D-02 6,5863246986750D-04 3,2190375328671D-01 1,1244933782385D-03 9,6596129760900D-01
1,4810254070369D+00 2,7488248188982D-01 2,2144275945934D-04 5,4241287721575D-02 2,3086399674065D-03 5,2157526024903D-01 2,9511854661019D-03 1,1223693293181D+00
1,9758112950446D+00 4,8609027256510D-01 6,2840045337589D-04 8,6943107749884D-02 5,5815550048442D-03 7,4740758744619D-01 6,0238228654670D-03 1,2929135476280D+00
2,4715519136843D+00 7,5324838232538D-01 1,3661550668392D-03 1,2287902710094D-01 1,0957835516385D-02 9,9870558214759D-01 1,0639062927670D-02 1,4780016355518D+00
2,9684890688241D+00 1,0713903338895D+00 2,5235122404405D-03 1,6055445165995D-01 1,8832784840342D-02 1,2737633885332D+00 1,7077754670644D-02 1,6775835996063D+00
3,4668670649002D+00 1,4335378109611D+00 4,1717646889485D-03 1,9891204901222D-01 2,9462210963636D-02 1,5697853246187D+00 2,5552461514284D-02 1,8909999166428D+00
3,9669327049170D+00 1,8310177033531D+00 6,3673713048050D-03 2,3723194311200D-01 4,2959454351442D-02 1,8829707511726D+00 3,6200199133253D-02 2,1169387055537D+00
4,4689355680654D+00 2,2540211721235D+00 9,1519639686834D-03 2,7504887745794D-01 5,9294889073780D-02 2,2087296820960D+00 4,9072663919114D-02 2,3534811610891D+00
4,9731293978169D+00 2,6922654724195D+00 1,2555010265078D-02 3,1208349655671D-01 7,8314245762145D-02 2,5419727139759D+00 6,4139878587785D-02 2,5982104973108D+00
5,4797718243041D+00 3,1356395944344D+00 1,6595759812259D-02 3,4818659469013D-01 9,9762826550673D-02 2,8774315687331D+00 8,1298888947591D-02 2,8483664877073D+00
5,9891243643212D+00 3,5747440955259D+00 2,1285374264479D-02 3,8329510608542D-01 1,2331377229968D-01 3,2099526967475D+00 1,0038674208519D-01 3,1010081475711D+00
6,5014551975107D+00 4,0012814269513D+00 2,6628618458810D-02 4,1739870593571D-01 1,4859566919500D-01 3,5347435003314D+00 1,2119516887668D-01 3,3531720195538D+00
7,0170369454140D+00 4,4082899991460D+00 3,2625238701944D-02 4,5051551032692D-01 1,7521743452920D-01 3,8475479116014D+00 1,4348519879663D-01 3,6020057067484D+00
7,5361483371833D+00 4,7902400743891D+00 3,9271005636980D-02 4,8267524053686D-01 2,0278885053579D-01 4,1447571647830D+00 1,6700052959844D-01 3,8448714422505D+00
8,0590753200563D+00 5,1430126268293D+00 4,6558429352079D-02 5,1390840786813D-01 2,3093661687586D-01 4,4234595307152D+00 1,9147914851594D-01 4,0794190438176D+00
8,5861116145940D+00 5,4638010525029D+00 5,4477290604037D-02 5,4423953033175D-01 2,5931564254432D-01 4,6814380561908D+00 2,1666266925723D-01 4,3036298820788D+00
9,1175581594428D+00 5,7509642792057D+00 6,3014938780223D-02 5,7368457187711D-01 2,8761642851539D-01 4,9171351469614D+00 2,4230360850177D-01 4,5158341421287D+00
9,6537253322841D+00 6,0038502368135D+00 7,2156533673413D-02 6,0224990718709D-01 3,1556905872998D-01 5,1295907763834D+00 2,6817051948083D-01 4,7147101721462D+00
1,0194932949834D+01 6,2226171482241D+00 8,1885130613768D-02 6,2993335688292D-01 3,4294428978505D-01 5,3183678836614D+00 2,9405163022603D-01 4,8992685245631D+00
1,0741509712608D+01 6,4080604866838D+00 9,2181830301126D-02 6,5672587654275D-01 3,6955284263554D-01 5,4834717436669D+00 3,1975666858076D-01 5,0688249237569D+00
1,1293797646815D+01 6,5614569322688D+00 1,0302580604724D-01 6,8261389953384D-01 3,9524303251993D-01 5,6252712206403D+00 3,4511780414152D-01 5,2229706282206D+00
1,1852147662465D+01 6,6844266351471D+00 1,1439441955526D-01 7,0758167984465D-01 4,1989758161884D-01 5,7444226593278D+00 3,6998950696673D-01 5,3615359532330D+00
1,2416926216211D+01 6,7788194520081D+00 1,2626324816200D-01 7,3161314455685D-01 4,4342991411115D-01 5,8418039490856D+00 3,9424774692659D-01 5,4845560733621D+00
1,2988511979931D+01 6,8466207968996D+00 1,3860629596522D-01 7,5469396425510D-01 4,6578015156549D-01 5,9184534860795D+00 4,1778886337339D-01 5,5922384534204D+00
