0,0000000000000D+00 2,5033113480936D-10 -0,0000000000000D+00 1,6997020626319D-10 -0,0000000000000D+00 3,8501685570354D-07 0,0000000000000D+00 1,3354774645347D+00
4,9335819925623D-01 3,0770645269219D-02 2,1851997813354D-06 7,4943940374980D-03 6,4632926223597D-05 1,9040775577198D-01 2,4014417570769D-04 1,4634024262337D+00
9,8695397069575D-01 1,2262532017136D-01 4,7973601499092D-05 2,6829443103378D-02 6,5863246986750D-04 3,9926457901242D-01 1,3040270270988D-03 1,5997156269877D+00
1,4810254070369D+00 2,7488248188982D-01 2,2144275945934D-04 5,4241287721575D-02 2,3086399674065D-03 6,2770454297779D-01 3,3204830526480D-03 1,7452506462205D+00
1,9758112950446D+00 4,8609027256510D-01 6,2840045337589D-04 8,6943107749884D-02 5,5815550048442D-03 8,7632580625268D-01 6,6156051845596D-03 1,9010420475310D+00
2,4715519136843D+00 7,5324838232538D-01 1,3661550668392D-03 1,2287902710094D-01 1,0957835516385D-02 1,1449257876274D+00 1,1464215079080D-02 2,0679499584959D+00
2,9684890688241D+00 1,0713903338895D+00 2,5235122404405D-03 1,6055445165995D-01 1,8832784840342D-02 1,4323307312905D+00 1,8131399489693D-02 2,2464520829936D+00
3,4668670649002D+00 1,4335378109611D+00 4,1717646889485D-03 1,9891204901222D-01 2,9462210963636D-02 1,7363128562479D+00 2,6817079158044D-02 2,4364554210532D+00
3,9669327049170D+00 1,8310177033531D+00 6,3673713048050D-03 2,3723194311200D-01 4,2959454351442D-02 2,0536615729677D+00 3,7649409896478D-02 2,6372213476871D+00
4,4689355680654D+00 2,2540211721235D+00 9,1519639686834D-03 2,7504887745794D-01 5,9294889073780D-02 2,3803798001628D+00 5,0674475574251D-02 2,8473874377527D+00
4,9731293978169D+00 2,6922654724195D+00 1,2555010265078D-02 3,1208349655671D-01 7,8314245762145D-02 2,7119528170450D+00 6,5859541027281D-02 3,0650532995507D+00
5,4797718243041D+00 3,1356395944344D+00 1,6595759812259D-02 3,4818659469013D-01 9,9762826550673D-02 3,0436513108727D+00 8,3101257927733D-02 3,2879225992993D+00
5,9891243643212D+00 3,5747440955259D+00 2,1285374264479D-02 3,8329510608542D-01 1,2331377229968D-01 3,3708111566268D+00 1,0223809943628D-01 3,5134561609107D+00
6,5014551975107D+00 4,0012814269513D+00 2,6628618458810D-02 4,1739870593571D-01 1,4859566919500D-01 3,6890715594416D+00 1,2306451698304D-01 3,7390262058732D+00
7,0170369454140D+00 4,4082899991460D+00 3,2625238701944D-02 4,5051551032692D-01 1,7521743452920D-01 3,9945465020831D+00 1,4534507055425D-01 3,9620495826313D+00
7,5361483371833D+00 4,7902400743891D+00 3,9271005636980D-02 4,8267524053686D-01 2,0278885053579D-01 4,2839374104346D+00 1,6882749920740D-01 4,1800972166390D+00
8,0590753200563D+00 5,1430126268293D+00 4,6558429352079D-02 5,1390840786813D-01 2,3093661687586D-01 4,5545836457209D+00 1,9325388988530D-01 4,3909703345042D+00
8,5861116145940D+00 5,4638010525029D+00 5,4477290604037D-02 5,4423953033175D-01 2,5931564254432D-01 4,8044685334304D+00 2,1836989742817D-01 4,5927516058290D+00
