0,0000000000000D+00 -1,0395001850200D-05 0,0000000000000D+00 -1,2113203838872D-07 -5,2932485396143D-05 -6,3448619284731D-05
4,9291618185410D-01 -1,1747049066649D-04 -5,5260540160616D-05 2,6151953170859D-08 1,6971598588251D-04 -2,9888929914224D-06
9,8608088989202D-01 -3,8777691952883D-04 -1,2236116165887D-04 -3,7920603625262D-07 5,1558937615987D-04 5,0720889359228D-06
1,4797071465570D+00 -6,9752609523167D-04 -2,8241712279919D-04 -1,9569106269051D-06 9,6947639099188D-04 -1,2423737665887D-05
1,9740612299032D+00 -1,0558588086019D-03 -2,5310225647230D-04 -5,4148348347813D-06 1,3433467444143D-03 2,8970844505312D-05
2,4693561623738D+00 -1,3848445012108D-03 -3,4855006031701D-04 -9,9681873454599D-06 1,7150009285069D-03 -2,8361820366381D-05
2,9658582220229D+00 -1,7120373968424D-03 -1,9666729879847D-04 -1,2946377743585D-05 1,9690673926744D-03 4,7416319289936D-05
3,4637981831641D+00 -2,0172834652189D-03 -1,8388038986897D-04 -9,6284866657556D-06 2,1864245236382D-03 -2,4367818115420D-05
3,9634245719812D+00 -2,3144265238777D-03 5,0808094568584D-05 6,2032765952310D-06 2,3117776607991D-03 5,4362508085205D-05
4,4649859146580D+00 -2,6052044801028D-03 1,5517519158392D-04 4,1568704081765D-05 2,4006714645142D-03 -7,7891199229138D-06
4,9687307373782D+00 -2,8979093699260D-03 4,2393000443646D-04 1,0338151141310D-04 2,4285679564054D-03 5,7970102328976D-05
5,4749253181961D+00 -3,1975023146177D-03 5,8310908743281D-04 1,9765001039818D-04 2,4299835121810D-03 1,3240295394271D-05
5,9838181832954D+00 -3,5088336278319D-03 8,4913650334251D-04 3,2878002035502D-04 2,3937890010922D-03 6,2871896957863D-05
6,4956933626004D+00 -3,8349394318637D-03 1,0304799814063D-03 4,9907066773538D-04 2,3401446954910D-03 3,4755912768958D-05
7,0108348860356D+00 -4,1776589795604D-03 1,2762303849952D-03 7,0841499961784D-04 2,2636100602466D-03 7,0596465299166D-05
7,5294735279144D+00 -4,5375568509766D-03 1,4634423809019D-03 9,5421537483014D-04 2,1752685860938D-03 5,5369490849214D-05
8,0519465737721D+00 -4,9142203807181D-03 1,6913264859658D-03 1,2315072109467D-03 2,0724207499345D-03 8,1034066128963D-05
8,5785203016627D+00 -5,3064568467152D-03 1,8869621294181D-03 1,5332576131309D-03 1,9610216826596D-03 7,4784578493396D-05
9,1094964933808D+00 -5,7125200376969D-03 2,1153255942486D-03 1,8507943257157D-03 1,8400336859813D-03 9,3633568248608D-05
9,6451769307212D+00 -6,1302938011502D-03 2,3365061980676D-03 2,1743078917248D-03 1,7125935715316D-03 9,3113860173904D-05
1,0185916651089D+01 -6,5574467639219D-03 2,5926572871248D-03 2,4933868686564D-03 1,5789558531091D-03 1,0755324496839D-04
1,0731999684409D+01 -6,9915475431946D-03 2,8636637336363D-03 2,7975161800468D-03 1,4409229570980D-03 1,1055532758652D-04
1,1283798819957D+01 -7,4301540148096D-03 3,1763840704626D-03 3,0765556874531D-03 1,2994064005256D-03 1,2219214363167D-04
1,1841651343267D+01 -7,8708734884069D-03 3,5212901873449D-03 3,3211142797750D-03 1,1557551797445D-03 1,2728615845746D-04
1,2405930043617D+01 -8,3114091088371D-03 3,9147084031647D-03 3,5228577757319D-03 1,0109136837694D-03 1,3707075382896D-04
1,2977007710280D+01 -8,7495884472294D-03 4,3518584786206D-03 3,6747245292671D-03 8,6623457432013D-04 1,4322913497842D-04
1,3555292636274D+01 -9,1833811045830D-03 4,8416155054684D-03 3,7710348331526D-03 7,2276323513361D-04 1,5203246917159D-04
1,4141157610875D+01 -9,6109127513199D-03 5,3806292744354D-03 3,8075524749341D-03 5,8124114038031D-04 1,5851013842990D-04
1,4735064182709D+01 -1,0030467411420D-02 5,9724089250778D-03 3,7814817985100D-03 4,4308949986090D-04 1,6651281202867D-04
1,5337438396662D+01 -1,0440486044682D-02 6,6133281752598D-03 3,6914503845929D-03 3,0891106949164D-04 1,7320358466210D-04
1,5948741801363D+01 -1,0839557449566D-02 7,3029746282975D-03 3,5374442967852D-03 1,7959549850278D-04 1,8045697401901D-04
1,6569471449179D+01 -1,1226405779215D-02 8,0367447863253D-03 3,3207008199266D-03 5,6090551634257D-05 1,8713037867090D-04
1,7200106640606D+01 -1,1599876245920D-02 8,8114299017236D-03 3,0436150837795D-03 -6,1450894133649D-05 1,9371784544970D-04
1,7841215435494D+01 -1,1958927008503D-02 9,6213838391636D-03 2,7095753025057D-03 -1,7186248242187D-04 2,0016965074462D-04
1,8493312638081D+01 -1,2302617948553D-02 1,0461516034264D-02 2,3228151667345D-03 -2,7543622187208D-04 2,0627703057405D-04
1,9156984060086D+01 -1,2630103502966D-02 1,1325332266822D-02 1,8883159282731D-03 -3,7136193809741D-04 2,1218275403235D-04
1,9832868768838D+01 -1,2940624551328D-02 1,2206521223469D-02 1,4116858531514D-03 -4,5961081318767D-04 2,1797171210418D-04
2,0521588079796D+01 -1,3233503020635D-02 1,3097969403931D-02 8,9904386773228D-04 -5,4037811245266D-04 2,2313213857577D-04
2,1223798812162D+01 -1,3508135269169D-02 1,3992612631125D-02 3,5693848954559D-04 -6,1297186998298D-04 2,2844398151891D-04
2,1940246544487D+01 -1,3763985312868D-02 1,4882970221021D-02 -2,0776081640254D-04 -6,7809337923914D-04 2,3313071251170D-04
2,2671641351580D+01 -1,4000581202207D-02 1,5761651915437D-02 -7,8800720540303D-04 -7,3535992166889D-04 2,3770358615892D-04
2,3418799819476D+01 -1,4217514943437D-02 1,6621212652647D-02 -1,3767407843288D-03 -7,8514661718151D-04 2,4181030769907D-04
2,4182556286076D+01 -1,4414431471731D-02 1,7454480018564D-02 -1,9669977582814D-03 -8,2751273035241D-04 2,4553805819886D-04
2,4963762841154D+01 -1,4591029281284D-02 1,8254495332933D-02 -2,5520084975261D-03 -8,6241545284582D-04 2,4904210127709D-04
2,5763360333835D+01 -1,4747038056547D-02 1,9014658878725D-02 -3,1252223266610D-03 -8,9040716156001D-04 2,5199133395637D-04
2,6582342868852D+01 -1,4882216309329D-02 1,9728707980717D-02 -3,6803577777068D-03 -9,1157433880389D-04 2,5455955487681D-04
2,7421740054683D+01 -1,4996351300033D-02 2,0390818392056D-02 -4,2114708126255D-03 -9,2629240513430D-04 2,5670387426329D-04
2,8282670259155D+01 -1,5089259195183D-02 2,0995578262574D-02 -4,7129936120768D-03 -9,3479242434338D-04 2,5853303097061D-04
2,9166269601964D+01 -1,5160788533007D-02 2,1537984028517D-02 -5,1797215972568D-03 -9,3786294048263D-04 2,5961095777111D-04
3,0073816217771D+01 -1,5210813764850D-02 2,2013395199628D-02 -5,6067758567103D-03 -9,3506491258202D-04 2,6074066548577D-04
3,1006623744976D+01 -1,5239235491462D-02 2,2417609714014D-02 -5,9896742101647D-03 -9,2768897392436D-04 2,6101103846225D-04
3,1966076829459D+01 -1,5245983298480D-02 2,2746932442585D-02 -6,3244081354957D-03 -9,1562802406638D-04 2,6091298454264D-04
3,2953666628324D+01 -1,5231034659607D-02 2,2998261504637D-02 -6,6075657549163D-03 -8,9911326274534D-04 2,6054782736766D-04
3,3970990809896D+01 -1,5194430216692D-02 2,3169182803966D-02 -6,8364316534194D-03 -8,7876077762056D-04 2,5956015623452D-04
3,5019718049979D+01 -1,5136280080788D-02 2,3258027572598D-02 -7,0090346211711D-03 -8,5477132051001D-04 2,5794155012902D-04
3,6101676791212D+01 -1,5056751387558D-02 2,3263812086881D-02 -7,1240583709788D-03 -8,2694601032029D-04 2,5605631802328D-04
3,7218748731845D+01 -1,4956049236562D-02 2,3186158202346D-02 -7,1807266269017D-03 -7,9588338464401D-04 2,5349895423844D-04
3,8373010840697D+01 -1,4834406924611D-02 2,3025139903783D-02 -7,1786408932453D-03 -7,6173686900954D-04 2,5035521691680D-04
3,9566593342204D+01 -1,4692079959758D-02 2,2781303856561D-02 -7,1177758724034D-03 -7,2442796995192D-04 2,4702005444745D-04
4,0801857235110D+01 -1,4529331883910D-02 2,2455940684189D-02 -6,9987409262003D-03 -6,8511656755847D-04 2,4275130652027D-04
4,2081270029383D+01 -1,4346441203997D-02 2,2051475443580D-02 -6,8231116559600D-03 -6,4334886049083D-04 2,3857372313216D-04
4,3407459001824D+01 -1,4143722185473D-02 2,1571764934285D-02 -6,5937416273589D-03 -6,0087612028248D-04 2,3342500117013D-04
4,4783246699807D+01 -1,3921545645821D-02 2,1022247038156D-02 -6,3149362142243D-03 -5,5744796811786D-04 2,2831720999292D-04
4,6211633189406D+01 -1,3680375343186D-02 2,0409818781462D-02 -5,9924757109979D-03 -5,1444524768227D-04 2,2252247959623D-04
4,7695813807272D+01 -1,3420792708038D-02 1,9742258157471D-02 -5,6331249524169D-03 -4,7175807919152D-04 2,1658241782389D-04
4,9239196912496D+01 -1,3143476679782D-02 1,9027295206348D-02 -5,2437001350581D-03 -4,2998166464893D-04 2,1013672685950D-04
5,0845403886614D+01 -1,2849162119742D-02 1,8271988624823D-02 -4,8303636917569D-03 -3,8892329472958D-04 2,0353951859462D-04
5,2518286885475D+01 -1,2538652413290D-02 1,7482539434127D-02 -4,3983273892901D-03 -3,4894861881098D-04 1,9661101273534D-04
5,4261928839243D+01 -1,2212917608882D-02 1,6664270428667D-02 -3,9518346090776D-03 -3,1015126448988D-04 1,8936694621726D-04
5,6080661204262D+01 -1,1873134114744D-02 1,5822386575226D-02 -3,4949538823772D-03 -2,7244837097384D-04 1,8185020713144D-04
5,7979010707454D+01 -1,1520566553967D-02 1,4962760073762D-02 -3,0323220953985D-03 -2,3586524489133D-04 1,7400617950474D-04
5,9961841361271D+01 -1,1156417641711D-02 1,4091515220541D-02 -2,5683064746216D-03 -2,0103552631417D-04 1,6575557789330D-04
6,2034141441262D+01 -1,0781895764092D-02 1,3214964013976D-02 -2,1071144438429D-03 -1,6862157539935D-04 1,5733223064137D-04
6,4201218756637D+01 -1,0398432522337D-02 1,2340652902355D-02 -1,6544448925274D-03 -1,3923642392977D-04 1,4853906356081D-04
6,6468523131570D+01 -1,0007602866828D-02 1,1476320831420D-02 -1,2165865350894D-03 -1,1245308071444D-04 1,3967834878873D-04
6,8841681908938D+01 -9,6110009661843D-03 1,0627489943477D-02 -7,9769503576119D-04 -8,8296360338844D-05 1,3049758119288D-04
7,1326464446579D+01 -9,2103396065147D-03 9,7970798974405D-03 -3,9915025895406D-04 -6,6191027901048D-05 1,2139900407071D-04
7,3928711109812D+01 -8,8074254597465D-03 8,9866368383523D-03 -2,1045590172493D-05 -4,6087064623749D-05 1,1207872380957D-04
7,6654209008346D+01 -8,4040291242285D-03 8,1976356666447D-03 3,3673389346430D-04 -2,7501334248900D-05 1,0283910163155D-04
7,9508691996280D+01 -8,0018627559623D-03 7,4312320520944D-03 6,7471283169471D-04 -1,0624818038914D-05 9,3457309787945D-05
8,2497574394046D+01 -7,6027342870876D-03 6,6876246575559D-03 9,9456700159808D-04 4,7371134523455D-06 8,4194485518677D-05
8,5625950988413D+01 -7,2085077291939D-03 5,9677328125136D-03 1,2969412453199D-03 1,8599743994485D-05 7,4766072633995D-05
8,8898313002559D+01 -6,8210905711965D-03 5,2771988845524D-03 1,5781682097621D-03 3,1313769942825D-05 6,5590293060827D-05
9,2318335073632D+01 -6,4426376186841D-03 4,6242047005713D-03 1,8323753987045D-03 4,2381439989247D-05 5,6323920580907D-05
9,5888697734041D+01 -6,0758777039698D-03 4,0149166870639D-03 2,0564946193157D-03 5,1939333119138D-05 4,7472935528872D-05
9,9610767877799D+01 -5,7238118652342D-03 3,4502853430316D-03 2,2524167943306D-03 5,9833734670353D-05 3,8724006798326D-05
1,0348435023433D+02 -5,3895192738231D-03 2,9307090217495D-03 2,4229665248823D-03 6,6309671916278D-05 3,0465944725008D-05
1,0750731457921D+02 -5,0759613499913D-03 2,4601327222258D-03 2,5673567096586D-03 7,0927769394658D-05 2,2455851287805D-05
1,1167548922291D+02 -4,7861403921315D-03 2,0431714168186D-03 2,6844895007897D-03 7,3571305185686D-05 1,5091830662508D-05
1,1598223496596D+02 -4,5231634537880D-03 1,6800551091601D-03 2,7762818823832D-03 7,4938571528030D-05 8,1121092833707D-06
1,2041837409142D+02 -4,2897760650875D-03 1,3697418468316D-03 2,8459757089914D-03 7,5859107564745D-05 1,8005983002453D-06
1,2497203059809D+02 -4,0880762432998D-03 1,1083382660411D-03 2,8998779197909D-03 7,5890964861656D-05 -3,9690926061276D-06
1,2962871895982D+02 -3,9199194935809D-03 8,9374556223699D-04 2,9419162400673D-03 7,5122827413105D-05 -9,1348638635103D-06
1,3437136187741D+02 -3,7869619712460D-03 7,2875537667526D-04 2,9708811292240D-03 7,3965533968363D-05 -1,3359931378398D-05
1,3918068081974D+02 -3,6906824567223D-03 6,1447491224663D-04 2,9863727295730D-03 7,3206127723235D-05 -1,6628687179412D-05
1,4403553330932D+02 -3,6321951352520D-03 5,4818304444535D-04 2,9924982718334D-03 7,3081918922703D-05 -1,8431900050590D-05
1,4891348098213D+02 -3,6123875901446D-03 5,2536914172700D-04 2,9951953258375D-03 7,2493782242625D-05 -1,9329340337421D-05
