4,2081270029383D+01 1,5042684102938D+01 1,2545576745427D+01
4,3407459001824D+01 1,5128842762353D+01 1,2642363615333D+01
4,4783246699807D+01 1,5214526869253D+01 1,2738842184021D+01
4,6211633189406D+01 1,5299896128812D+01 1,2835125206157D+01
4,7695813807272D+01 1,5385109333601D+01 1,2931321493935D+01
4,9239196912496D+01 1,5470322538391D+01 1,3027530397620D+01
5,0845403886614D+01 1,5555694535753D+01 1,3123840228558D+01
5,2518286885475D+01 1,5641380467855D+01 1,3220331413153D+01
5,4261928839243D+01 1,5727528176058D+01 1,3317076492868D+01
5,6080661204262D+01 1,5814285501722D+01 1,3414136970248D+01
5,7979010707454D+01 1,5901791160197D+01 1,3511564885907D+01
5,9961841361271D+01 1,5990167440016D+01 1,3609398087566D+01
6,2034141441262D+01 1,6079520202894D+01 1,3707646037154D+01
6,4201218756637D+01 1,6169926107313D+01 1,3806294541777D+01
6,6468523131570D+01 1,6261450860546D+01 1,3905296291784D+01
6,8841681908938D+01 1,6354127316227D+01 1,4004578745712D+01
7,1326464446579D+01 1,6447975551579D+01 1,4104052015228D+01
7,3928711109812D+01 1,6542975489380D+01 1,4203612019102D+01
7,6654209008346D+01 1,6639070548368D+01 1,4303115251396D+01
7,9508691996280D+01 1,6736160342434D+01 1,4402378781465D+01
8,2497574394046D+01 1,6834093379815D+01 1,4501161330095D+01
8,5625950988413D+01 1,6932645160666D+01 1,4599166423481D+01
8,8898313002559D+01 1,7031509051056D+01 1,4696036085274D+01
9,2318335073632D+01 1,7130274380539D+01 1,4791347682603D+01
9,5888697734041D+01 1,7228419141350D+01 1,4884602887156D+01
9,9610767877799D+01 1,7325282610371D+01 1,4975186673488D+01
1,0348435023433D+02 1,7420076300348D+01 1,5062362588052D+01
1,0750731457921D+02 1,7511847455848D+01 1,5145275903175D+01
1,1167548922291D+02 1,7599471752451D+01 1,5223010388642D+01
1,1598223496596D+02 1,7681664247966D+01 1,5294621428445D+01
1,2041837409142D+02 1,7757021362069D+01 1,5359153367661D+01
1,2497203059809D+02 1,7824077457573D+01 1,5415666321248D+01
1,2962871895982D+02 1,7881374198095D+01 1,5463264559839D+01
1,3437136187741D+02 1,7927513478920D+01 1,5501164320235D+01
1,3918068081974D+02 1,7961248687096D+01 1,5528723768189D+01
1,4403553330932D+02 1,7981601514363D+01 1,5545413035625D+01
1,4891348098213D+02 1,7987969644068D+01 1,5550845760402D+01
