0,0000000000000D+00 2,9779942880433D-26 0,0000000000000D+00
4,9291618185410D-01 4,9221824520903D-01 3,4995261991710D-01
9,8608088989202D-01 9,8296902802701D-01 6,9981078146764D-01
1,4797071465570D+00 1,4720163840606D+00 1,0493998693854D+00
1,9740612299032D+00 1,9589397753664D+00 1,3984614054277D+00
2,4693561623738D+00 2,4430314798769D+00 1,7466256351136D+00
2,9658582220229D+00 2,9233655498134D+00 2,0934237001019D+00
3,4637981831641D+00 3,3988356846264D+00 2,4382978393345D+00
3,9634245719812D+00 3,8682262997978D+00 2,7806233683117D+00
4,4649859146580D+00 4,3302780059622D+00 3,1197338123429D+00
4,9687307373782D+00 4,7837512628258D+00 3,4549467297307D+00
5,4749253181961D+00 5,2274783974224D+00 3,7855887464607D+00
5,9838181832954D+00 5,6604076371118D+00 4,1110172397908D+00
6,4956933626004D+00 6,0816300313084D+00 4,4306365023815D+00
7,0108348860356D+00 6,4903963345999D+00 4,7439119351909D+00
7,5294735279144D+00 6,8861256764564D+00 5,0503779324162D+00
8,0519465737721D+00 7,2684014545264D+00 5,3496422182119D+00
8,5785203016627D+00 7,6369644901289D+00 5,6413870294305D+00
9,1094964933808D+00 7,9916988829380D+00 5,9253691156231D+00
9,6451769307212D+00 8,3326183219688D+00 6,2014154023211D+00
1,0185916651089D+01 8,6598496587586D+00 6,4694198370596D+00
1,0731999684409D+01 8,9736137427471D+00 6,7293347159419D+00
1,1283798819957D+01 9,2742089944576D+00 6,9811695008979D+00
1,1841651343267D+01 9,5619995416851D+00 7,2249805692602D+00
1,2405930043617D+01 9,8373960548748D+00 7,4608649058108D+00
1,2977007710280D+01 1,0100845708511D+01 7,6889597085338D+00
1,3555292636274D+01 1,0352823055110D+01 7,9094281957208D+00
1,4141157610875D+01 1,0593814510997D+01 8,1224627599473D+00
1,4735064182709D+01 1,0824318356313D+01 8,3282747176489D+00
1,5337438396662D+01 1,1044830133396D+01 8,5270927321325D+00
1,5948741801363D+01 1,1255845384582D+01 8,7191572941176D+00
1,6569471449179D+01 1,1457847788397D+01 8,9047183562535D+00
1,7200106640606D+01 1,1651310984753D+01 9,0840329676371D+00
1,7841215435494D+01 1,1836694924549D+01 9,2573636968244D+00
1,8493312638081D+01 1,2014443131867D+01 9,4249715353831D+00
1,9156984060086D+01 1,2184983616570D+01 9,5871206288575D+00
1,9832868768838D+01 1,2348726136502D+01 9,7440727573093D+00
2,0521588079796D+01 1,2506063110090D+01 9,8960881238121D+00
2,1223798812162D+01 1,2657371441541D+01 1,0043421411980D+01
2,1940246544487D+01 1,2803008870443D+01 1,0186324151452D+01
2,2671641351580D+01 1,2943316709568D+01 1,0325044717887D+01
2,3418799819476D+01 1,3078622582669D+01 1,0459823602006D+01
2,4182556286076D+01 1,3209237686684D+01 1,0590897352057D+01
2,4963762841154D+01 1,3335457704334D+01 1,0718494631347D+01
2,5763360333835D+01 1,3457565541925D+01 1,0842838583725D+01
2,6582342868852D+01 1,3575830416750D+01 1,0964145256590D+01
2,7421740054683D+01 1,3690511507489D+01 1,1082624389390D+01
2,8282670259155D+01 1,3801854303809D+01 1,1198475471147D+01
2,9166269601964D+01 1,3910095169366D+01 1,1311894836908D+01
3,0073816217771D+01 1,4015462254406D+01 1,1423068571296D+01
3,1006623744976D+01 1,4118172757967D+01 1,1532178027967D+01
3,1966076829459D+01 1,4218440228679D+01 1,1639398252626D+01
3,2953666628324D+01 1,4316467263961D+01 1,1744897194529D+01
3,3970990809896D+01 1,4412452810830D+01 1,1848839648956D+01
3,5019718049979D+01 1,4506589428095D+01 1,1951384891727D+01
3,6101676791212D+01 1,4599062373756D+01 1,2052686679205D+01
3,7218748731845D+01 1,4690054168011D+01 1,2152893248292D+01
3,8373010840697D+01 1,4779741855452D+01 1,2252150470408D+01
3,9566593342204D+01 1,4868297005065D+01 1,2350595543536D+01
4,0801857235110D+01 1,4955889360634D+01 1,2448361723191D+01
