1,5962875182352D+01 1,1259424517861D+01 8,7213749517848D+00 3,3433239604970D-01 3,0571308530001D-01
1,6584148026499D+01 1,1461099518521D+01 8,9066225855872D+00 3,1513215660045D-01 2,9078185210867D-01
1,7215351845978D+01 1,1654221898045D+01 9,0856100905154D+00 2,9701136167361D-01 2,7649442439267D-01
1,7857014116276D+01 1,1839253023841D+01 9,2586007356505D+00 2,7993053217975D-01 2,6284491803771D-01
1,8509690074749D+01 1,2016639674624D+01 9,4258593665356D+00 2,6384488329382D-01 2,4982986741514D-01
1,9173960499670D+01 1,2186810393245D+01 9,5876524051750D+00 2,4870864440339D-01 2,3743982914220D-01
1,9850437262604D+01 1,2350178222069D+01 9,7442439088810D+00 2,3447923874041D-01 2,2565935660352D-01
2,0539759996984D+01 1,2507138879386D+01 9,8958947820425D+00 2,2110786110098D-01 2,1447427567832D-01
2,1242601650485D+01 1,2658068024036D+01 1,0042863564356D+01 2,0854665950700D-01 2,0386730906565D-01
2,1959675147870D+01 1,2803324902578D+01 1,0185403277903D+01 1,9675643128575D-01 1,9381711876444D-01
2,2691728949093D+01 1,2943254172878D+01 1,0323760638918D+01 1,8569153098390D-01 1,8430170798619D-01
2,3439549270251D+01 1,3078180433351D+01 1,0458176846021D+01 1,7530867466492D-01 1,7530328837785D-01
2,4203971188324D+01 1,3208414605512D+01 1,0588889156677D+01 1,6557064364863D-01 1,6679793119542D-01
2,4985874199283D+01 1,3334253022182D+01 1,0716124581352D+01 1,5644075162435D-01 1,5876067025214D-01
2,5786184439036D+01 1,3455979251077D+01 1,0840105401126D+01 1,4788152594677D-01 1,5117356931697D-01
2,6605892451025D+01 1,3573862271221D+01 1,0961048379464D+01 1,3986138600990D-01 1,4401287769781D-01
2,7446035418628D+01 1,3688161943702D+01 1,1079161609293D+01 1,3234635152814D-01 1,3725484605219D-01
2,8307717153709D+01 1,3799123540919D+01 1,1194646877694D+01 1,2530813338659D-01 1,3088062922689D-01
2,9192112538509D+01 1,3906986864509D+01 1,1307701242361D+01 1,1871752688321D-01 1,2486909698407D-01
3,0100460862805D+01 1,4011977127416D+01 1,1418513878683D+01 1,1254644763569D-01 1,1919871239199D-01
3,1034085812452D+01 1,4114315895411D+01 1,1527268444432D+01 1,0677297787184D-01 1,1385139994497D-01
3,1994386585585D+01 1,4214214704541D+01 1,1634143079765D+01 1,0137045859171D-01 1,0880729117996D-01
3,2982853439264D+01 1,4311878708297D+01 1,1739308830761D+01 9,6316957121985D-02 1,0404710588361D-01
3,4001076573274D+01 1,4407504854032D+01 1,1842931225886D+01 9,1588758766806D-02 9,9554297054304D-02
3,5050743909174D+01 1,4501284618337D+01 1,1945170275987D+01 8,7168712299136D-02 9,5310046293376D-02
3,6133654415996D+01 1,4593405830634D+01 1,2046178109606D+01 8,3035067774015D-02 9,1297578340169D-02
3,7251722552138D+01 1,4684048114200D+01 1,2146102914129D+01 7,9170594185547D-02 8,7503123671789D-02
3,8406993812017D+01 1,4773391092317D+01 1,2245087359330D+01 7,5559775425509D-02 8,3910280434336D-02
3,9601646947015D+01 1,4861609829297D+01 1,2343268597363D+01 7,2187723275142D-02 8,0507789307109D-02
4,0838005070223D+01 1,4948881213040D+01 1,2440782992154D+01 6,9041500122485D-02 7,7284005794528D-02
4,2118546761197D+01 1,5035378484273D+01 1,2537762178244D+01 6,6104858582668D-02 7,4227483714661D-02
4,3445910507846D+01 1,5121273060136D+01 1,2634335425480D+01 6,3364510514492D-02 7,1325840399716D-02
4,4822912474035D+01 1,5206732710596D+01 1,2730623333174D+01 6,0803756223426D-02 6,8565033984222D-02
4,6252564267178D+01 1,5291918823066D+01 1,2826739406557D+01 5,8408415756553D-02 6,5932666845881D-02
4,7738064054441D+01 1,5376987314201D+01 1,2922786903862D+01 5,6160978709313D-02 6,3415362580184D-02
4,9282814330334D+01 1,5462083159134D+01 1,3018858836321D+01 5,4049407550222D-02 6,1001803046162D-02
5,0890448568109D+01 1,5547352244795D+01 1,3115037968166D+01 5,2063687190286D-02 5,8681664165733D-02
5,2564813452162D+01 1,5632931340176D+01 1,3211396816630D+01 5,0189772343034D-02 5,6445898787615D-02
5,4309999971325D+01 1,5718951743514D+01 1,3307996863714D+01 4,8419446490299D-02 5,4285691308326D-02
5,6130330093169D+01 1,5805542929457D+01 1,3404887767956D+01 4,6745752729386D-02 5,2194225240979D-02
5,8030378973501D+01 1,5892830725480D+01 1,3502106576203D+01 4,5158617493772D-02 5,0162468037712D-02
6,0014952746864D+01 1,5980928193951D+01 1,3599670629534D+01 4,3646406183946D-02 4,8182944208178D-02
6,2089097410341D+01 1,6069935632134D+01 1,3697584657331D+01 4,2199926721882D-02 4,6253096968417D-02
6,4258089939756D+01 1,6159935101425D+01 1,3795840777289D+01 4,0805320013682D-02 4,4369135100725D-02
6,6527398312580D+01 1,6250983133009D+01 1,3894416918944D+01 3,9455312709804D-02 4,2530061912605D-02
6,8902659298442D+01 1,6343121669378D+01 1,3993278400142D+01 3,8140938882569D-02 4,0732336532724D-02
7,1389651807732D+01 1,6436358004878D+01 1,4092362162421D+01 3,6852391107838D-02 3,8967859761834D-02
7,3994194727932D+01 1,6530672080057D+01 1,4191568888702D+01 3,5581978021905D-02 3,7228619779579D-02
7,6722120272219D+01 1,6626001892969D+01 1,4290751968060D+01 3,4321131205464D-02 3,5502936049504D-02
7,9579114071109D+01 1,6722252617113D+01 1,4389708036952D+01 3,3068470450099D-02 3,3784111369166D-02
8,2570652985872D+01 1,6819291130666D+01 1,4488189590913D+01 3,1814913410807D-02 3,2069042575779D-02
8,5701809664982D+01 1,6916913191931D+01 1,4585892372861D+01 3,0546628027166D-02 3,0349318572817D-02
8,8977061542472D+01 1,7014832497810D+01 1,4682439608482D+01 2,9250586892024D-02 2,8616309379783D-02
9,2400113161974D+01 1,7112666095120D+01 1,4777377276845D+01 2,7912485705904D-02 2,6861604022762D-02
9,5973647430388D+01 1,7209919791891D+01 1,4870166228095D+01 2,6516206150941D-02 2,5076718453150D-02
9,9699014684961D+01 1,7305966274336D+01 1,4960185336376D+01 2,5042818610220D-02 2,3257448162147D-02
1,0357601059835D+02 1,7400028694564D+01 1,5046747264444D+01 2,3473045525125D-02 2,1402546214534D-02
1,0760255636189D+02 1,7491173376238D+01 1,5129101616596D+01 2,1788626413814D-02 1,9507360955895D-02
1,1177441440409D+02 1,7578311638160D+01 1,5206422326971D+01 1,9972755183736D-02 1,7562188254840D-02
1,1608497517948D+02 1,7660208912204D+01 1,5277804506631D+01 1,8010584853822D-02 1,5557484850762D-02
1,2052504395746D+02 1,7735517567875D+01 1,5342292819868D+01 1,5896233069969D-02 1,3490257482497D-02
1,2508274310052D+02 1,7802835267080D+01 1,5398933507434D+01 1,3626671578067D-02 1,1363963002163D-02
1,2974354759947D+02 1,7860723199996D+01 1,5446824833315D+01 1,1194356526839D-02 9,1863007631388D-03
1,3449039167895D+02 1,7907749851143D+01 1,5485159649190D+01 8,6007850317807D-03 6,9642444053988D-03
1,3930396196281D+02 1,7942611356106D+01 1,5513236429661D+01 5,8691921735513D-03 4,6984145478074D-03
1,4416311501258D+02 1,7964271917698D+01 1,5530467154566D+01 3,0358561314956D-03 2,3899735700047D-03
1,4904539258770D+02 1,7972049514532D+01 1,5536438790974D+01 1,4633265129208D-04 5,5076010967199D-05
