0,0000000000000D+00 1,7483549056531D-02
-5,5220907517340D-03 1,7460019232879D-02
-4,9693906591002D-02 1,7273214562866D-02
-1,3801133766457D-01 1,6907160584479D-02
-2,7042201528020D-01 1,6376392195183D-02
-4,4684741132979D-01 1,5701229836492D-02
-6,6718285346432D-01 1,4906241135779D-02
-9,3129771586438D-01 1,4018504019903D-02
-1,2390353585405D+00 1,3065857597236D-02
-1,5902133354465D+00 1,2075328045583D-02
-1,9846232557372D+00 1,1071840531226D-02
-2,4220313387373D+00 1,0077286785085D-02
-2,9021779977151D+00 9,1099615085001D-03
-3,4247783948509D+00 8,1843459680976D-03
-3,9895231349484D+00 7,3111715059946D-03
-4,5960767392702D+00 6,4976975733417D-03
-5,2440798654135D+00 5,7481257227428D-03
-5,9331476424033D+00 5,0640884015762D-03
-6,6628724455371D+00 4,4451570335992D-03
-7,4328202890868D+00 3,8893244612501D-03
-8,2425349885657D+00 3,3934476352685D-03
-9,0915370507908D+00 2,9536216192096D-03
-9,9793220089758D+00 2,5654945529950D-03
-1,0905363197576D+01 2,2245144018029D-03
-1,1869113417195D+01 1,9261173696631D-03
-1,2869998829926D+01 1,6658672690642D-03
-1,3907425618980D+01 1,4395497277507D-03
-1,4980781098623D+01 1,2432329938602D-03
-1,6089425944612D+01 1,0733025136982D-03
-1,7232705293570D+01 9,2647398661381D-04
-1,8409938753552D+01 7,9979295335878D-04
-1,9620428173603D+01 6,9062344657976D-04
-2,0863458753699D+01 5,9663011387286D-04
-2,2138289055309D+01 5,1575628324219D-04
-2,3444166540520D+01 4,4620014677460D-04
-2,4780314252785D+01 3,8638979760251D-04
-2,6145941916303D+01 3,3495944298157D-04
-2,7540239276389D+01 2,9072614661999D-04
-2,8962376099477D+01 2,5266824697144D-04
-3,0411513272495D+01 2,1990555440173D-04
-3,1886789483617D+01 1,9168131252761D-04
-3,3387330101756D+01 1,6734596783222D-04
-3,4912244956700D+01 1,4634295337712D-04
-3,6460628339102D+01 1,2819570743489D-04
-3,8031565660112D+01 1,1249679442700D-04
-3,9624122352000D+01 9,8897885895615D-05
-4,1237354967530D+01 8,7101454192691D-05
-4,2870304520336D+01 7,6853385008669D-05
-4,4522007584300D+01 6,7936641053882D-05
-4,6191478534547D+01 6,0165822527475D-05
-4,7877731746199D+01 5,3382495736334D-05
-4,9579768275126D+01 4,7451238408984D-05
-5,1296571418189D+01 4,2256144429341D-05
-5,3027128912003D+01 3,7698001161130D-05
-5,4770415173925D+01 3,3691786528521D-05
-5,6525391302059D+01 3,0164531794970D-05
-5,8291022834261D+01 2,7053553715618D-05
-6,0066257549378D+01 2,4304993582162D-05
-6,1850043226259D+01 2,1872413235776D-05
-6,3641327643752D+01 1,9715789856473D-05
-6,5439040821699D+01 1,7800558532131D-05
-6,7242117219694D+01 1,6096834920096D-05
-6,9049495737080D+01 1,4578659960949D-05
-7,0860097514197D+01 1,3223699417914D-05
-7,2672848131134D+01 1,2012250611141D-05
-7,4486673167982D+01 1,0927477640665D-05
-7,6300498204829D+01 9,9545247060935D-06
-7,8113248821766D+01 9,0804554631816D-06
-7,9923850598883D+01 8,2939782907621D-06
-8,1731229116269D+01 7,5853020329099D-06
-8,3534309954015D+01 6,9455534545681D-06
-8,5332018692211D+01 6,3674002148696D-06
-8,7123298669953D+01 5,8439652580222D-06
-8,8907084346834D+01 5,3694396793942D-06
-9,0682327941454D+01 4,9386035506062D-06
-9,2447955033904D+01 4,5470923830468D-06
-9,4202935601790D+01 4,1904622084699D-06
-9,5946212984209D+01 3,8656882065579D-06
-9,7676774917774D+01 3,5691051257168D-06
-9,9393582500589D+01 3,2983393732719D-06
-1,0109561458976D+02 3,0506098511379D-06
-1,0278186780142D+02 2,8239477155312D-06
-1,0445133875166D+02 2,6161808293830D-06
-1,0610304181563D+02 2,4258583447948D-06
-1,0773599136843D+02 2,2511347722137D-06
-1,0934921954421D+02 2,0908774119901D-06
-1,1094177623610D+02 1,9437045589137D-06
-1,1251272021674D+02 1,8084596235023D-06
-1,1406110137926D+02 1,6844640426319D-06
-1,1558601401433D+02 1,5702907433816D-06
-1,1708656129210D+02 1,4658715019029D-06
-1,1856182862372D+02 1,3697276753964D-06
-1,2001097245636D+02 1,2817003045926D-06
-1,2143310483970D+02 1,2009925257551D-06
-1,2282739997991D+02 1,1271751258853D-06
-1,2419303208318D+02 1,0596621149598D-06
-1,2552917535569D+02 9,9798327675816D-07
-1,2683505728065D+02 9,4180042084043D-07
-1,2810988758226D+02 8,9067818946765D-07
-1,2935292038224D+02 8,4433174233043D-07
-1,3056340980229D+02 8,0225020455132D-07
-1,3174064548214D+02 7,6433991190761D-07
-1,3288391706154D+02 7,3012720253000D-07
-1,3399256745722D+02 6,9940619889649D-07
-1,3506592182692D+02 6,7217730299946D-07
-1,3610334972591D+02 6,4765726141560D-07
-1,3710422958895D+02 6,2580403722828D-07
