0,0000000000000E+00	-1,3271849191580E-25	0,0000000000000E+00	1,0000000000000E+00	7,1000000000000E-01
4,9311971748633E-01	4,9241709679569E-01	3,5011225907219E-01	9,9699908435327E-01	7,0989926316444E-01
9,8647689231721E-01	9,8336709284561E-01	7,0021075806848E-01	9,9309251346210E-01	7,0926089857981E-01
1,4803095021206E+00	1,4726123511255E+00	1,0501783144070E+00	9,8811432071319E-01	7,0795639658024E-01
1,9748562182356E+00	1,9597298229981E+00	1,3997839659534E+00	9,8152106118496E-01	7,0571026932642E-01
2,4703572034805E+00	2,4440073955957E+00	1,7486693589029E+00	9,7279521987177E-01	7,0228927954815E-01
2,9670541468381E+00	2,9245128795355E+00	2,0963611269169E+00	9,6156632302460E-01	6,9748180441302E-01
3,4651912346517E+00	3,4001326648469E+00	2,4422854896256E+00	9,4755945378182E-01	6,9112528491141E-01
3,9650151506248E+00	3,8696420770383E+00	2,7857939972874E+00	9,3066716196088E-01	6,8311726515621E-01
4,4667753533057E+00	4,3317721982564E+00	3,1261904591082E+00	9,1091470067778E-01	6,7341637133990E-01
4,9707254635101E+00	4,7852734956261E+00	3,4627601402495E+00	8,8845643972879E-01	6,6204499846016E-01
5,4771229868361E+00	5,2289700991886E+00	3,7947971833406E+00	8,6354708310359E-01	6,4907817504125E-01
5,9862293136649E+00	5,6618024488529E+00	4,1216269007890E+00	8,3651424536816E-01	6,3463549655762E-01
6,4983124940049E+00	6,0828564858924E+00	4,4426255024868E+00	8,0773126450613E-01	6,1887171129956E-01
7,0136450176165E+00	6,4913814415124E+00	4,7572335106525E+00	7,7758956290073E-01	6,0196210407257E-01
7,5325054789184E+00	6,8867948541392E+00	5,0649644400219E+00	7,4647862147910E-01	5,8409559368125E-01
8,0551796869261E+00	7,2686825694195E+00	5,3654103216060E+00	7,1477637855799E-01	5,6546481057076E-01
8,5819612202203E+00	7,6367905301124E+00	5,6582424917999E+00	6,8282502377021E-01	5,4625941383597E-01
9,1131508719784E+00	7,9910088119898E+00	5,9432111978278E+00	6,5093377228375E-01	5,2666289908087E-01
9,6490588698500E+00	8,3313597647911E+00	6,2201412576482E+00	6,1937282878270E-01	5,0684069330309E-01
