0,0000000000000E+00	-1,0440747312335E-05	0,0000000000000E+00	-1,2693370366953E-07	-5,3241665027994E-05	-6,3809346043999E-05
4,9329092839156E-01	-1,1796017026627E-04	-5,5487274291904E-05	2,7510548856193E-08	1,7042623141248E-04	-2,9937025968405E-06
9,8683057191250E-01	-3,8928995181024E-04	-1,2277253453598E-04	-3,9660078474124E-07	5,1755341717284E-04	5,0943300418760E-06
1,4808321149594E+00	-7,0004649914566E-04	-2,8324407655648E-04	-2,0564297593340E-06	9,7286866501830E-04	-1,2478340443172E-05
1,9755620380281E+00	-1,0593760612067E-03	-2,5336489049562E-04	-5,7339378557793E-06	1,3475695014713E-03	2,9094611913219E-05
2,4712335255152E+00	-1,3890438885525E-03	-3,4853822164823E-04	-1,0698920708453E-05	1,7198019801437E-03	-2,8479050765559E-05
2,9681130579163E+00	-1,7167126291081E-03	-1,9522021531769E-04	-1,4305560910892E-05	1,9738481978480E-03	4,7609792511244E-05
3,4664315849946E+00	-2,0221694802680E-03	-1,8137591676684E-04	-1,1821435165149E-05	2,1908926863957E-03	-2,4474145804334E-05
3,9664378218794E+00	-2,3193212602291E-03	5,5290937855631E-05	3,0036643766456E-06	2,3156090805730E-03	5,4582422576216E-05
4,4683804837001E+00	-2,6099320268615E-03	1,6120416073177E-04	3,7234336624339E-05	2,4036449317948E-03	-7,8485977105598E-06
4,9725082855861E+00	-2,9023425265043E-03	4,3207150250955E-04	9,7830082679968E-05	2,4306542865138E-03	5,8213345198988E-05
5,4790877080331E+00	-3,2015542870878E-03	5,9292039337496E-04	1,9084021722159E-04	2,4309961833061E-03	1,3202506814758E-05
5,9883674661705E+00	-3,5124608755788E-03	8,6087877370577E-04	3,2070253952054E-04	2,3940008249816E-03	6,3121262629023E-05
6,5006318058604E+00	-3,8381363697351E-03	1,0437406943003E-03	4,8974030917001E-04	2,3394074483136E-03	3,4752082048843E-05
7,0161649729650E+00	-4,1804537631944E-03	1,2910657196131E-03	6,9787170202039E-04	2,2623153528088E-03	7,0799011247876E-05
7,5351979172474E+00	-4,5400029199520E-03	1,4794784384081E-03	9,4253639934371E-04	2,1732946669615E-03	5,5306584761265E-05
8,0580681806687E+00	-4,9163896436026E-03	1,7084639747787E-03	1,2188276455379E-03	2,0703129738533E-03	8,1214950567267E-05
8,5850422437248E+00	-5,3084293818247E-03	1,9048119787711E-03	1,5197905188477E-03	1,9584669601031E-03	7,4640075897191E-05
9,1164221176442E+00	-5,7143775525908E-03	2,1336318961243E-03	1,8368439979134E-03	1,8376039950584E-03	9,3702336505339E-05
9,6525098136555E+00	-6,1321116761478E-03	2,3548147278821E-03	2,1602680066804E-03	1,7099428816040E-03	9,2913940018621E-05
1,0193660639086E+01	-6,5592875105786E-03	2,6105680537661E-03	2,4797320729384E-03	1,5764792752795E-03	1,0749189140539E-04
1,0740158839799E+01	-6,9934585067453E-03	2,8806443513095E-03	2,7847867202730E-03	1,4383420827240E-03	1,1031464756116E-04
1,1292377488487E+01	-7,4321656694241E-03	3,1919213673937E-03	3,0653256119477E-03	1,2969068370900E-03	1,2198814700735E-04
1,1850654127112E+01	-7,8730000134926E-03	3,5348049801584E-03	3,3119629944154E-03	1,1531718847427E-03	1,2693984582390E-04
1,2415361828368E+01	-8,3136460565230E-03	3,9256634707567E-03	3,5163124786174E-03	1,0084847548238E-03	1,3681464767489E-04
1,2986873664950E+01	-8,7519113831440E-03	4,3597375974463E-03	3,6712339137766E-03	8,6371827074089E-04	1,4277839881977E-04
1,3565598240283E+01	-9,1857422713577E-03	4,8459953739055E-03	3,7709221961292E-03	7,2039262875147E-04	1,5156792742851E-04
1,4151908627063E+01	-9,6132333706468E-03	5,3811708614085E-03	3,8110112608246E-03	5,7892243700400E-04	1,5787118859027E-04
1,4746266724814E+01	-1,0032629409877E-02	5,9688916286592E-03	3,7885806784638E-03	4,4103999455205E-04	1,6588289179812E-04
1,5349098902331E+01	-1,0442325275820E-02	6,6056492843497E-03	3,7021244038653E-03	3,0700091303036E-04	1,7244932542540E-04
1,5960867059139E+01	-1,0840859947160E-02	7,2911692765419E-03	3,5514901440582E-03	1,7777516198291E-04	1,7957463542292E-04
1,6582068625497E+01	-1,1226911351158E-02	8,0209781843544E-03	3,3378084254369E-03	5,4250880171082E-05	1,8612613880425E-04
1,7213183266298E+01	-1,1599289767618E-02	8,7919767125262E-03	3,0633635068825E-03	-6,3390506913238E-05	1,9265994487711E-04
1,7854779473265E+01	-1,1956930565400E-02	9,5985905005637E-03	2,7314634944334E-03	-1,7419047125665E-04	1,9893295834003E-04
1,8507372442024E+01	-1,2298884426155E-02	1,0435756045808E-02	2,3463502627526E-03	-2,7815990601185E-04	2,0506197639353E-04
1,9171548429666E+01	-1,2624306782821E-02	1,1296972204234E-02	1,9130049832933E-03	-3,7499973688793E-04	2,1067066781835E-04
1,9847946989380E+01	-1,2932449260483E-02	1,2175900377490E-02	1,4370426760976E-03	-4,6404746730627E-04	2,1644632579820E-04
2,0537189908990E+01	-1,3222650842403E-02	1,3065415874486E-02	9,2456326973922E-04	-5,4588422912800E-04	2,2144407269490E-04
2,1239934507052E+01	-1,3494330449480E-02	1,3958489619237E-02	3,8201566953423E-04	-6,1953185032063E-04	2,2664298897091E-04
2,1956926928954E+01	-1,3746984506003E-02	1,4847760614757E-02	-1,8393071256115E-04	-6,8573119344258E-04	2,3111420274997E-04
2,2688877789352E+01	-1,3980177045598E-02	1,5726000359272E-02	-7,6648262739545E-04	-7,4374446662125E-04	2,3559621965747E-04
2,3436604295098E+01	-1,4193531387665E-02	1,6585879272189E-02	-1,3587588860333E-03	-7,9409378948399E-04	2,3949520900666E-04
2,4200941418414E+01	-1,4386723776915E-02	1,7420172949524E-02	-1,9537724124794E-03	-8,3640700438961E-04	2,4326975573989E-04
2,4982741896886E+01	-1,4559475688002E-02	1,8221648791715E-02	-2,5444930591158E-03	-8,7134711904397E-04	2,4633292555383E-04
