0,0000000000000D+00 4,7141957215303D-02
-5,5233707507552D-03 4,7055080019750D-02
-4,9705425444034D-02 4,6367483294103D-02
-1,3804332815242D-01 4,5030724825383D-02
-2,7048469804483D-01 4,3117137115523D-02
-4,4695098881065D-01 4,0725164695891D-02
-6,6733750383821D-01 3,7969281711089D-02
-9,3151358702956D-01 3,4969477184382D-02
-1,2393225620867D+00 3,1841804162240D-02
-1,5905819406731D+00 2,8690891208341D-02
-1,9850832836395D+00 2,5604998937015D-02
-2,4225927561212D+00 2,2653602789673D-02
-2,9028507112151D+00 1,9887109208401D-02
-3,4255722450773D+00 1,7338222137926D-02
-3,9904478907950D+00 1,5024310438603D-02
-4,5971420918680D+00 1,2950273405330D-02
-5,2452954225995D+00 1,1111494629792D-02
-5,9345229228028D+00 9,4965646663606D-03
-6,6644168732896D+00 8,0896475052441D-03
-7,4345431877356D+00 6,8723996901166D-03
-8,2444455759124D+00 5,8254425501246D-03
-9,0936444334923D+00 4,9294486347431D-03
-9,9816351767556D+00 4,1658771249126D-03
-1,0907891018078D+01 3,5174442142202D-03
-1,1871864631226D+01 2,9683848494769D-03
-1,2872982045278D+01 2,5045622200433D-03
-1,3910649305801D+01 2,1134710472087D-03
-1,4984253585043D+01 1,7841705043572D-03
-1,6093155410567D+01 1,5071762548535D-03
-1,7236699767204D+01 1,2743273496757D-03
-1,8414206105293D+01 1,0786461938571D-03
-1,9624976112053D+01 9,1419751436603D-04
-2,0868294821773D+01 7,7595531647802D-04
-2,2143420624057D+01 6,5967853350565D-04
-2,3449600806557D+01 5,6179971656676D-04
-2,4786058232632D+01 4,7932517843956D-04
-2,6152002443297D+01 4,0974761943589D-04
-2,7546622996053D+01 3,5097047168684D-04
-2,8969089464890D+01 3,0124246399838D-04
-3,0418562542233D+01 2,5910196673540D-04
-3,1894180716605D+01 2,2332954546815D-04
-3,3395069154187D+01 1,9290784229761D-04
-3,4920337478425D+01 1,6698807999279D-04
-3,6469079770034D+01 1,4486164704361D-04
-3,8040381228166D+01 1,2593657272801D-04
-3,9633307068461D+01 1,0971788628930D-04
-4,1246913624997D+01 9,5791170041724D-05
-4,2880241689117D+01 8,3809034736766D-05
-4,4532327611387D+01 7,3479812323173D-05
-4,6202185538465D+01 6,4558253172315D-05
-4,7888829617011D+01 5,6837750515135D-05
-4,9591260671343D+01 5,0143952585827D-05
-5,1308461762655D+01 4,4329457764140D-05
