0,0000000000000D+00 -3,6329373878097D-04 -1,1575323834018D-07 0,0000000000000D+00 -2,6551135834045D-04 -1,4177704643482D-04 -1,2567828786276D-03 1,3448814725764D-02 -1,6682801730929D-02
4,9337737941689D-01 1,4269785953157D-03 -2,5486022721527D-05 -1,8984342135421D-06 1,4759254066302D-03 4,8792048729998D-04 8,9766443861068D-05 9,3964148655869D-03 -1,1420239216940D-02
9,8699234025311D-01 2,9786624802072D-03 -1,3390437700820D-05 -1,2608591804752D-05 2,9757167961357D-03 9,5178200933061D-04 -5,9341604000934D-06 5,2630399123887D-03 -1,0000357436772D-02
1,4810829844832D+00 4,4945997419973D-03 1,2684620323670D-04 -3,8281568374591D-05 4,3315615103802D-03 1,2587200813197D-03 1,3808992305674D-04 1,2230802282765D-03 -1,0261079136538D-02
1,9758881081555D+00 6,0067174387797D-03 4,2124280804764D-04 -9,2155083257961D-05 5,4609057019027D-03 1,3011332794475D-03 2,4432175952277D-04 -5,1076816684507D-04 -1,1158114363337D-02
2,4716479995765D+00 7,2671850445698D-03 8,7028759284349D-04 -1,8322326452446D-04 6,1842881760052D-03 1,0083485177804D-03 1,9090014277200D-04 -1,4880161170364D-03 -1,2502897753878D-02
2,9686044740151D+00 8,2705412840905D-03 1,4501796217470D-03 -3,1981213492752D-04 6,5443228438846D-03 4,8689957970893D-04 2,8007845038454D-04 -1,2361203918424D-03 -1,3987939494837D-02
3,4670018454053D+00 8,9299290045098D-03 2,1271131116204D-03 -4,9528757591890D-04 6,5935212815579D-03 -1,1140876168910D-04 1,8693021810556D-04 -4,6943274617325D-04 -1,5454813888135D-02
3,9670869263462D+00 9,2525758605145D-03 2,8620828805063D-03 -6,9774815813301D-04 6,4517256281748D-03 -6,2876716894136D-04 2,3968883454136D-04 6,3834645934194D-04 -1,6739542563318D-02
4,4691093057317D+00 9,2538888445379D-03 3,6164257850316D-03 -9,0195055408246D-04 6,2255432580382D-03 -9,6878818922184D-04 1,5902404402668D-04 1,6163354629236D-03 -1,7739902354424D-02
4,9733227368979D+00 8,9818338083702D-03 4,3550568504634D-03 -1,0836606471579D-03 6,0023999736517D-03 -1,1009733722093D-03 1,8210155317149D-04 2,3771807360677D-03 -1,8411734316707D-02
5,4799848599932D+00 8,4935093288956D-03 5,0485576245746D-03 -1,2167435848763D-03 5,8362212290562D-03 -1,0513007750234D-03 1,2365989961911D-04 2,7523943494473D-03 -1,8752064549855D-02
5,9893572019789D+00 7,8511052484314D-03 5,6741549117629D-03 -1,2842663154482D-03 5,7517793881919D-03 -8,7700921834937D-04 1,2906468029232D-04 2,8195077218349D-03 -1,8802416829727D-02
6,5017079529233D+00 7,1134201666622D-03 6,2158981674804D-03 -1,2756231631445D-03 5,7511664635542D-03 -6,4437973254545D-04 8,9935250455166D-05 2,5944523000862D-03 -1,8614038076518D-02
7,0173097449665D+00 6,3319814176800D-03 6,6642368095213D-03 -1,1909966901580D-03 5,8224158449460D-03 -4,1239314476170D-04 8,7176090008476D-05 2,2035358656477D-03 -1,8252182468468D-02
7,5364413180967D+00 5,5486197108538D-03 7,0152531013883D-03 -1,0372849254570D-03 5,9467451846185D-03 -2,2398129343760D-04 6,2153058361022D-05 1,7065263749616D-03 -1,7771554288580D-02
8,0593886306684D+00 4,7949068133483D-03 7,2696821638016D-03 -8,2798967320637D-04 6,1039679737173D-03 -1,0365924475450D-04 5,6806031633651D-05 1,1975408813716D-03 -1,7223263182108D-02
8,5864454146615D+00 4,0927229015781D-03 7,4318835689158D-03 -5,7939201026413D-04 6,2758333440458D-03 -5,9341895550963D-05 4,1173620200667D-05 7,1431924799588D-04 -1,6643185231687D-02
9,1179126204218D+00 3,4555129184970D-03 7,5088355282922D-03 -3,0905672856354D-04 6,4476996568169D-03 -8,6281387162384D-05 3,5712940564701D-05 3,0136714303726D-04 -1,6059443435866D-02
9,6541006376973D+00 2,8898708904071D-03 7,5092288299407D-03 -3,3456287985466D-05 6,6089935035600D-03 -1,7162074062168D-04 2,5813665677388D-05 -3,4188204651423D-05 -1,5488496158172D-02
1,0195329295638D+01 2,3971596503522D-03 7,4426874638839D-03 2,3309492321447D-04 6,7529362001641D-03 -2,9851519349351D-04 2,0907020156470D-05 -2,8303973368981D-04 -1,4941043910301D-02
1,0741927307537D+01 1,9750135555723D-03 7,3191436182772D-03 4,7927067333108D-04 6,8758848543918D-03 -4,4938499829559D-04 1,4172096692554D-05 -4,5582522674725D-04 -1,4421264184350D-02
1,1294236712901D+01 1,6186165225777D-03 7,1483463334808D-03 6,9698011277682D-04 6,9765555751010D-03 -6,0813856068930D-04 9,7284585487515D-06 -5,5992207071700D-04 -1,3930567600349D-02
1,1852608435382D+01 1,3217316707593D-03 6,9395226178167D-03 8,8119436874622D-04 7,0552776542529D-03 -7,6146843883932D-04 4,5408252522016D-06 -6,1065378912232D-04 -1,3467637816848D-02
1,2417408945879D+01 1,0774805459231D-03 6,7011418664932D-03 1,0296565336543D-03 7,1133585369116D-03 -8,9938323494404D-04 3,2204668490302D-07 -6,1912405234378D-04 -1,3030430680869D-02
1,2989016930992D+01 8,7890237300039D-04 6,4407866085264D-03 1,1423069257026D-03 7,1525935525617D-03 -1,0152001077426D-03 -4,1990926225265D-06 -5,9852097108454D-04 -1,2616219009388D-02
1,3567824403532D+01 7,1932706725170D-04 6,1651001252481D-03 1,2208265617808D-03 7,1749118361351D-03 -1,1051866125599D-03 -8,3390018979732D-06 -5,5778491669289D-04 -1,2222456468208D-02
1,4154241144598D+01 5,9260291358071D-04 5,8797863832742D-03 1,2680555771713D-03 7,1821495364107D-03 -1,1680125005607D-03 -1,2584207796019D-05 -5,0550810275269D-04 -1,1846681359253D-02
1,4748693593055D+01 4,9321538741440D-04 5,5896539651025D-03 1,2875998830197D-03 7,1759174323164D-03 -1,2041534857213D-03 -1,6669170641575D-05 -4,4755013482613D-04 -1,1486790031082D-02
1,5351623735022D+01 4,1632764020122D-04 5,2986853887259D-03 1,2834096373601D-03 7,1575411135933D-03 -1,2153740139576D-03 -2,0751868375307D-05 -3,8847583091605D-04 -1,1140929319285D-02
1,5963495766972D+01 3,5776939251495D-04 5,0101169068198D-03 1,2595286938700D-03 7,1280519561488D-03 -1,2042974107662D-03 -2,4728278706888D-05 -3,3135961818705D-04 -1,0807585515659D-02
1,6584792764185D+01 3,1399458642135D-04 4,7265279522959D-03 1,2198515353785D-03 7,0882150266981D-03 -1,1740463657706D-03 -2,8627107090482D-05 -2,7774586434339D-04 -1,0485493933552D-02
1,7216021122813D+01 2,8202041044378D-04 4,4499291284896D-03 1,1680046574595D-03 7,0385804708291D-03 -1,1279239624440D-03 -3,2399311052530D-05 -2,2882398543309D-04 -1,0173598907391D-02
1,7857708338852D+01 2,5936072241481D-04 4,1818456670625D-03 1,1072412046471D-03 6,9795378359835D-03 -1,0691499064436D-03 -3,6025923191501D-05 -1,8475133032981D-04 -9,8709445007923D-03
1,8510409671241D+01 2,4395819075460D-04 3,9233969577908D-03 1,0404114300261D-03 6,9113562799469D-03 -1,0006907287951D-03 -3,9476471574361D-05 -1,4560378204019D-04 -9,5766290551353D-03
1,9174705920833D+01 2,3412253231879D-04 3,6753646627407D-03 9,6994173555349D-04 6,8342118758866D-03 -9,2518923948981D-04 -4,2722753128956D-05 -1,1139881886881D-04 -9,2898002115679D-03
1,9851208982982D+01 2,2847421865694D-04 3,4382548256453D-03 8,9785513183885D-04 6,7482105195270D-03 -8,4499809030808D-04 -4,5741652766538D-05 -8,1444994117295D-05 -9,0097037373675D-03
2,0540558515986D+01 2,2589631038063D-04 3,2123495503740D-03 8,2579195453311D-04 6,6534298426290D-03 -7,6218345464673D-04 -4,8504406577006D-05 -5,5524026048512D-05 -8,7356816386572D-03
2,1243427493682D+01 2,2549136534216D-04 2,9977522546728D-03 7,5505130012901D-04 6,5499739179115D-03 -6,7845691439354D-04 -5,0987998326047D-05 -3,2760077972557D-05 -8,4671141746023D-03
2,1960528868550D+01 2,2654461751242D-04 2,7944257455491D-03 6,8662799252614D-04 6,4380108334034D-03 -5,9515276739045D-04 -5,3169101605079D-05 -1,3119633073404D-05 -8,2033724195827D-03
2,2692611129642D+01 2,2849459924567D-04 2,6022238749836D-03 6,2125717456923D-04 6,3177843844966D-03 -5,1328979628945D-04 -5,5033716446554D-05 3,8071949694727D-06 -7,9438551046191D-03
2,3440460523619D+01 2,3090526002455D-04 2,4209164789481D-03 5,5945364687575D-04 6,1896134643225D-03 -4,3369519338568D-04 -5,6567171669217D-05 1,8080498319921D-05 -7,6880601513448D-03
2,4204912159928D+01 2,3344380803931D-04 2,2502091310942D-03 5,0155134430999D-04 6,0538860996046D-03 -3,5707300992135D-04 -5,7761555260140D-05 3,0095307815849D-05 -7,4355963903692D-03
2,4986845568730D+01 2,3585925846182D-04 2,0897590695562D-03 4,4773719602734D-04 5,9110438949147D-03 -2,8400400788971D-04 -5,8609510033086D-05 4,0009143686786D-05 -7,1861402523945D-03
2,5787186921940D+01 2,3796369798161D-04 1,9391870068097D-03 3,9808171219335D-04 5,7615373503648D-03 -2,1494822786288D-04 -5,9107427572601D-05 4,8213007684727D-05 -6,9394286816198D-03
2,6606926801508D+01 2,3961875934304D-04 1,7980886330679D-03 3,5256286985009D-04 5,6057868240128D-03 -1,5024554909913D-04 -5,9251364267844D-05 5,5008195380573D-05 -6,6952793265192D-03
2,7447102431135D+01 2,4072558781128D-04 1,6660427419416D-03 3,1108663751053D-04 5,4442037266583D-03 -9,0110591340721D-05 -5,9043224309987D-05 6,0760363016144D-05 -6,4535773578146D-03
2,8308817665596D+01 2,4122029455130D-04 1,5426207147595D-03 2,7350322859769D-04 5,2772516935604D-03 -3,4644539193841D-05 -5,8491085662773D-05 6,5772492273681D-05 -6,2142477068350D-03
2,9193247432809D+01 2,4107062035455D-04 1,4273932271764D-03 2,3962212308328D-04 5,1055077119247D-03 1,6113326113577D-05 -5,7607222309842D-05 7,0176377376692D-05 -5,9772568061635D-03
3,0101631070732D+01 2,4027220946972D-04 1,3199375681672D-03 2,0922545528894D-04 4,9296941962255D-03 6,2122778367653D-05 -5,6404975628829D-05 7,4044635151351D-05 -5,7426452672694D-03
3,1035292316677D+01 2,3884130852692D-04 1,2198398919906D-03 1,8208044559093D-04 4,7506735191580D-03 1,0334901934385D-04 -5,4894192496572D-05 7,7344289636865D-05 -5,5105081350756D-03
3,1995630423178D+01 2,3680597482616D-04 1,1266959223620D-03 1,5794887888542D-04 4,5693882039106D-03 1,3987383910066D-04 -5,3075731348261D-05 7,9802416629984D-05 -5,2809130386401D-03
3,2984135705230D+01 2,3419851886594D-04 1,0401092306125D-03 1,3659391732162D-04 4,3867558302304D-03 1,7188640240687D-04 -5,0947544810486D-05 8,1071500860774D-05 -5,0539412932294D-03
3,4002398424441D+01 2,3104887834640D-04 9,5969098279640D-04 1,1778305485857D-04 4,2035898477018D-03 1,9956312217612D-04 -4,8526544267434D-05 8,1052333286492D-05 -4,8297920856726D-03
3,5052106567990D+01 2,2738336116322D-04 8,8506132484142D-04 1,0128764608619D-04 4,0205972246574D-03 2,2302400128048D-04 -4,5868009677775D-05 7,9947253435695D-05 -4,6087623469463D-03
3,6135059174846D+01 2,2323151970151D-04 8,1585091934115D-04 8,6882051602395D-05 3,8384311704108D-03 2,4237166025246D-04 -4,3047538266023D-05 7,8085929763411D-05 -4,3911941960483D-03
3,7253170777838D+01 2,1863478511851D-04 7,5170359312590D-04 7,4346460208568D-05 3,6577627615326D-03 2,5771337412250D-04 -4,0116479712294D-05 7,5723795977582D-05 -4,1774634931868D-03
3,8408486950903D+01 2,1364714348159D-04 6,9227937956486D-04 6,3472959553092D-05 3,4792678281592D-03 2,6908418679711D-04 -3,7090392425399D-05 7,3273553219840D-05 -3,9680727847025D-03
3,9603186530125D+01 2,0832606966267D-04 6,3725759778795D-04 5,4070052179351D-05 3,3035654806627D-03 2,7655612517069D-04 -3,3980843912010D-05 7,1084662756266D-05 -3,7635406113343D-03
4,0839592718912D+01 2,0272555593369D-04 5,8633826306247D-04 4,5963442448438D-05 3,1312361743604D-03 2,8048517505367D-04 -3,0806510389351D-05 6,8942616774666D-05 -3,5640286513733D-03
4,2120184193178D+01 1,9689708793321D-04 5,3924044538435D-04 3,8996237608572D-05 2,9628386825401D-03 2,8141322700723D-04 -2,7584606555944D-05 6,6085117041457D-05 -3,3694212672225D-03
4,3447599543408D+01 1,9089223257856D-04 4,9569716578789D-04 3,3030084341390D-05 2,7988170046685D-03 2,7971832648796D-04 -2,4334218096532D-05 6,2328058316595D-05 -3,1798642803610D-03
4,4824655042951D+01 1,8475777218316D-04 4,5545203856692D-04 2,7944529532797D-05 2,6394541361694D-03 2,7562018881521D-04 -2,1095295946710D-05 5,8079914930687D-05 -2,9958365505759D-03
4,6254362416302D+01 1,7852724234319D-04 4,1825930802305D-04 2,3632811623983D-05 2,4848657241603D-03 2,6934039372660D-04 -1,7944092139799D-05 5,3985799015016D-05 -2,8178271498099D-03
4,7739919954960D+01 1,7221991034990D-04 3,8388593202184D-04 1,9997332086124D-05 2,3351486635312D-03 2,6112315303285D-04 -1,4952688072588D-05 5,0475055936526D-05 -2,6461503068861D-03
4,9284730285715D+01 1,6584276305192D-04 3,5211267441202D-04 1,6947128895642D-05 2,1905628549584D-03 2,5122191889020D-04 -1,2149317333195D-05 4,7473161395257D-05 -2,4808397630144D-03
5,0892427023076D+01 1,5939749047659D-04 3,2273411361403D-04 1,4396215045123D-05 2,0514759830280D-03 2,3996117807044D-04 -9,5167473544084D-06 4,4424535907604D-05 -2,3216844211060D-03
5,2566857000985D+01 1,5289058395037D-04 2,9555733927401D-04 1,2266110578103D-05 1,9180657759072D-03 2,2773469143745D-04 -7,0138723005682D-06 4,0947335188980D-05 -2,1685722370984D-03
5,4312111367318D+01 1,4633364384655D-04 2,7040617604914D-04 1,0488413235336D-05 1,7902811281885D-03 2,1474200065273D-04 -4,6475542998332D-06 3,7455448178568D-05 -2,0217440882559D-03
5,6132512257671D+01 1,3974631367141D-04 2,4712485022201D-04 9,0025489606126D-06 1,6681706898576D-03 2,0106803478104D-04 -2,4505340133226D-06 3,4433224390796D-05 -1,8815330762481D-03
5,8032635005717D+01 1,3316238390945D-04 2,2556996092804D-04 7,7592766444669D-06 1,5519582619154D-03 1,8728867022222D-04 -4,4975698974788D-07 3,1307355716329D-05 -1,7479102518480D-03
6,0017285932848D+01 1,2661099572688D-04 2,0560001678997D-04 6,7277667523237D-06 1,4415968675753D-03 1,7395097567907D-04 1,2863549704660D-06 2,7739774861548D-05 -1,6208218840160D-03
6,2091511232318D+01 1,2008894601871D-04 1,8707425715324D-04 5,8883118897044D-06 1,3366329361582D-03 1,6096165613114D-04 2,7167958359873D-06 2,4751983983529D-05 -1,5004715931164D-03
6,4260588085101D+01 1,1356579751887D-04 1,6986103184908D-04 5,2166309682966D-06 1,2368341315151D-03 1,4848740177631D-04 3,9027172968146D-06 2,2394980069074D-05 -1,3866762763299D-03
6,6529984681246D+01 1,0701798383213D-04 1,5384875699424D-04 4,6779456149171D-06 1,1422089038239D-03 1,3678818295222D-04 4,9284931056388D-06 2,0079469165688D-05 -1,2790994565989D-03
6,8905338009522D+01 1,0045072744910D-04 1,3895067170170D-04 4,2390229460709D-06 1,0526733217478D-03 1,2604321139850D-04 5,7366684382971D-06 1,8086767403048D-05 -1,1777909383246D-03
7,1392427204985D+01 9,3884177005830D-05 1,2509641790020D-04 3,8818322651843D-06 9,6826738989266D-04 1,1630635301086D-04 6,2244422831237D-06 1,6130896083540D-05 -1,0824381591067D-03
7,3997071381335D+01 8,7331663146285D-05 1,1222010467102D-04 3,5969703851611D-06 8,8876192393435D-04 1,0737897184898D-04 6,4717823231756D-06 1,4314363544281D-05 -9,9274267452021D-04
7,6725102978487D+01 8,0802109544379D-05 1,0025988985719D-04 3,3734272188012D-06 8,1379817219897D-04 9,9264511490709D-05 6,5914574086566D-06 1,2693035636870D-05 -9,0842099540044D-04
7,9582207847994D+01 7,4316880249505D-05 8,9154223504607D-05 3,2005711952469D-06 7,4326184017183D-04 9,1909721921931D-05 6,6201224860803D-06 1,1281051744414D-05 -8,2938398850614D-04
8,2573863064051D+01 6,7909225597982D-05 7,8845182699070D-05 3,0733545715173D-06 6,7711924360175D-04 8,5295702612808D-05 6,5909699993216D-06 1,0316557601261D-05 -7,5567488668622D-04
8,5705141472340D+01 6,1604280097738D-05 6,9286951022991D-05 2,9917113752071D-06 6,1538923763104D-04 7,9453124167309D-05 6,5241450931799D-06 9,3233610008293D-06 -6,8699915948172D-04
8,8980520680960D+01 5,5408411149668D-05 6,0437504343637D-05 2,9548634055663D-06 5,5787744403882D-04 7,4296505229860D-05 6,4225756516498D-06 8,6550027326089D-06 -6,2325385709839D-04
9,2403705377566D+01 4,9340153410964D-05 5,2260348282816D-05 2,9546322410013D-06 5,0466570039049D-04 6,9870685992003D-05 6,3024701552155D-06 7,9266481831579D-06 -5,6428653309935D-04
9,5977378573358D+01 4,3432469963755D-05 4,4722079027455D-05 2,9945136827796D-06 4,5593142699722D-04 6,6135909931245D-05 6,1833991698802D-06 7,0614434236777D-06 -5,0998842557774D-04
