0,0000000000000E+00	4,4470808480072E-26	0,0000000000000E+00	1,0000000000000E+00	7,1000000000000E-01
4,9337737941689E-01	4,9267445271702E-01	3,5028453782146E-01	9,9700016216833E-01	7,0984668288348E-01
9,8699234025311E-01	9,8388279880800E-01	7,0051548277854E-01	9,9309964450209E-01	7,0909960029894E-01
1,4810829844832E+00	1,4733902036412E+00	1,0505509714067E+00	9,8813552189897E-01	7,0764990382975E-01
1,9758881081555E+00	1,9607794810144E+00	1,4001498358163E+00	9,8157341635146E-01	7,0525087796086E-01
2,4716479995765E+00	2,4453491472303E+00	1,7489542648246E+00	9,7290556398473E-01	7,0169200274242E-01
2,9686044740151E+00	2,9261819738896E+00	2,0965055665629E+00	9,6176921933717E-01	6,9679193361310E-01
3,4670018454053E+00	3,4021829398122E+00	2,4422552023017E+00	9,4789622630249E-01	6,9039761975176E-01
3,9670869263462E+00	3,8721489805124E+00	2,7855821253186E+00	9,3118281084712E-01	6,8241243060867E-01
4,4691093057317E+00	4,3348332671274E+00	3,1258243061124E+00	9,1165124680931E-01	6,7281127192092E-01
4,9733227368979E+00	4,7890072059517E+00	3,4623039525749E+00	8,8945470185482E-01	6,6160350745372E-01
5,4799848599932E+00	5,2335151439079E+00	3,7943448488586E+00	8,6484018839020E-01	6,4886184214112E-01
5,9893572019789E+00	5,6673122064975E+00	4,1213038805908E+00	8,3812382918980E-01	6,3469307737653E-01
6,5017079529233E+00	6,0894948416892E+00	4,4425773399170E+00	8,0966871016428E-01	6,1923996720434E-01
7,0173097449665E+00	6,4993167756812E+00	4,7576261456720E+00	7,7985391872810E-01	6,0266602729088E-01
7,5364413180967E+00	6,8961958510848E+00	5,0659726908587E+00	7,4906261732242E-01	5,8514725727167E-01
8,0593886306684E+00	7,2797135710461E+00	5,3672181815155E+00	7,1765741443466E-01	5,6686773021618E-01
8,5864454146615E+00	7,6496046140302E+00	5,6610331791526E+00	6,8597635341980E-01	5,4800456097772E-01
9,1179126204218E+00	8,0057481721215E+00	5,9471654820554E+00	6,5432369932498E-01	5,2872946370556E-01
