0,0000000000000E+00	1,3576806936953E-26	0,0000000000000E+00
4,9330461398641E-01	4,9260747831188E-01	3,5025072931041E-01
9,8685795000242E-01	9,8374807979824E-01	7,0050253016341E-01
1,4808731983591E+00	1,4731838601453E+00	1,0506492459431E+00
1,9756168469453E+00	1,9604908510299E+00	1,4004659758715E+00
2,4713020860722E+00	2,4449573282388E+00	1,7495972141403E+00
2,9681954036285E+00	2,9256518039005E+00	2,0975702010857E+00
3,4665277557846E+00	3,4014620094579E+00	2,4438105898794E+00
3,9665478645701E+00	3,8711669343773E+00	2,7876676708880E+00
4,4685044520147E+00	4,3335008858878E+00	3,1284426505441E+00
4,9726462401478E+00	4,7872180046605E+00	3,4654184082069E+00
5,4792397168584E+00	5,2311474336940E+00	3,7978857058476E+00
5,9885336041760E+00	5,6642323012868E+00	4,1251670329517E+00
6,5008121558488E+00	6,0855616369214E+00	4,4466353277221E+00
7,0163596256248E+00	6,4943845054414E+00	4,7617277716510E+00
7,5354069696745E+00	6,8901195818170E+00	5,0699544603930E+00
8,0582917393236E+00	7,2723510476738E+00	5,3709043157242E+00
8,5852804224611E+00	7,6408203843514E+00	5,6642450855423E+00
9,1166750386944E+00	7,9954140624911E+00	5,9497225556053E+00
9,6527776076306E+00	8,3361498637996E+00	6,2271570023560E+00
1,0193943446455E+01	8,6631563636953E+00	6,4964388574856E+00
1,0740456808916E+01	8,9766578852486E+00	6,7575196429291E+00
1,1292690778058E+01	9,2769562615339E+00	7,0104111826050E+00
1,1850982905206E+01	9,5644189811583E+00	7,2551725961042E+00
1,2415706273405E+01	9,8394591268489E+00	7,4919063573850E+00
1,2987233965699E+01	1,0102528992276E+01	7,7207551417272E+00
1,3565974596852E+01	1,0354101844406E+01	7,9418892135534E+00
1,4152301249908E+01	1,0594671011616E+01	8,1555080029511E+00
1,4746675837207E+01	1,0824733469814E+01	8,3618290700158E+00
1,5349524739371E+01	1,1044789842438E+01	8,5610888931122E+00
1,5961309868742E+01	1,1255334369749E+01	8,7535341980006E+00
1,6582528669378E+01	1,1456853996949E+01	8,9394219578374E+00
1,7213660819480E+01	1,1649824726649E+01	9,1190154518685E+00
1,7855274826543E+01	1,1834706147580E+01	9,2925819006460E+00
1,8507885900486E+01	1,2011944170235E+01	9,4603869481994E+00
1,9172080314664E+01	1,2181966467460E+01	9,6226986033421E+00
1,9848497640011E+01	1,2345184298217E+01	9,7797817218425E+00
2,0537759681602E+01	1,2501988860055E+01	9,9318972181628E+00
2,1240523776227E+01	1,2652755848523E+01	1,0079303641982E+01
2,1957536089976E+01	1,2797840897758E+01	1,0222252448627E+01
