0,0000000000000E+00	-6,2407254614866E-02	-0,0000000000000E+00	3,8605884681045E-06	-4,7450215790320E-05	6,6198353709720E-02	3,7475094675317E-03
4,9277472068859E-01	-7,6714101698082E-02	2,8024526408281E-04	-2,0595699327724E-04	7,1499788832128E-04	7,5720192190974E-02	-2,0462334798083E-04
9,8579789623690E-01	-8,9499629352053E-02	1,7569163183101E-03	-5,8113984107378E-04	3,1995991075538E-03	8,3994636313889E-02	-1,1296174533739E-03
1,4792824879532E+00	-1,0290284458963E-01	4,9118775922503E-03	-1,0774334476769E-03	7,7249133413459E-03	9,2233191959868E-02	8,8970485615351E-04
1,9734946974730E+00	-1,1667322369700E-01	1,0441496140231E-02	-1,7262061959704E-03	1,4415458729399E-02	9,2333092620208E-02	-1,2093824031271E-03
2,4686474861046E+00	-1,2905680471839E-01	1,8860013357555E-02	-2,5163246148106E-03	2,2882408299480E-02	8,9517014494747E-02	-3,1369318141856E-04
2,9650070554833E+00	-1,4027540483542E-01	3,0565340945196E-02	-3,4473276742075E-03	3,2499700413644E-02	7,9670084233878E-02	-9,8760691690757E-04
3,4628041136932E+00	-1,4958346280838E-01	4,5728028318224E-02	-4,5194122716156E-03	4,2216070129198E-02	6,4967359838038E-02	-1,1914167945347E-03
3,9622871155941E+00	-1,5703573829953E-01	6,4269639644832E-02	-5,7223187330654E-03	5,0931776541679E-02	4,6207909786078E-02	-1,3487310600015E-03
4,4637045160455E+00	-1,6275356480158E-01	8,5879767593401E-02	-7,0487122955332E-03	5,7579390829850E-02	2,4544607923619E-02	-1,7985107502471E-03
4,9673047699073E+00	-1,6700768668042E-01	1,1003535250650E-01	-8,4833068525130E-03	6,1329723842533E-02	2,1927892256220E-03	-1,9331279582778E-03
5,4733540788148E+00	-1,7015574823915E-01	1,3606641780908E-01	-1,0012071352348E-02	6,1687786170390E-02	-1,9944950411878E-02	-2,3585660239020E-03
5,9821008976278E+00	-1,7251386362178E-01	1,6321053277717E-01	-1,1617048037121E-02	5,8502299091552E-02	-4,0129256662335E-02	-2,5473364525144E-03
