0,0000000000000D+00 0,0000000000000D+00
4,9326223639939D-01 -2,1291277582879D-06
9,8676199877202D-01 -4,7266636233992D-05
1,4807373335249D+00 -2,2228093796526D-04
1,9754269809767D+00 -6,2979599090157D-04
2,4710711733564D+00 -1,3698807996825D-03
2,9679116694984D+00 -2,5302554279494D-03
3,4661927263195D+00 -4,1828843939325D-03
3,9661610988185D+00 -6,3831250193472D-03
4,4680663176409D+00 -9,1739856849111D-03
4,9721620769024D+00 -1,2583996702585D-02
5,4787059566243D+00 -1,6632320222194D-02
5,9879594227334D+00 -2,1330027708080D-02
6,5001906027085D+00 -2,6681803241313D-02
7,0156720650636D+00 -3,2687220996340D-02
7,5346824847354D+00 -3,9341596892093D-02
8,0575077533423D+00 -4,6637266068642D-02
8,5844415343137D+00 -5,4564008712748D-02
9,1157847077605D+00 -6,3109050057861D-02
9,6518475909929D+00 -7,2256634558569D-02
1,0192949938520D+01 -8,1989303367255D-02
1,0739420386920D+01 -9,2288745985197D-02
1,1291600895878D+01 -1,0313324530926D-01
1,1849842307145D+01 -1,1450023258521D-01
1,2414511006097D+01 -1,2636415827994D-01
1,2985985590955D+01 -1,3869989868591D-01
1,3564657983044D+01 -1,5147849766560D-01
1,4150937867829D+01 -1,6467185073261D-01
1,4745251584655D+01 -1,7824929844721D-01
1,5348041016490D+01 -1,9217975554414D-01
1,5959770251476D+01 -2,0643000763036D-01
1,6580922252152D+01 -2,2096726613840D-01
1,7212003296492D+01 -2,3575703919857D-01
1,7853540757382D+01 -2,5076526076674D-01
1,8506089764181D+01 -2,6595573567102D-01
1,9170230982193D+01 -2,8129354621618D-01
1,9846576163970D+01 -2,9674164557921D-01
2,0535764818529D+01 -3,1226341276268D-01
2,1238469762651D+01 -3,2782222676915D-01
2,1955403782428D+01 -3,4338061495006D-01
2,2687315192233D+01 -3,5890067883132D-01
2,3434990055233D+01 -3,7434451993884D-01
2,4199263285981D+01 -3,8967423979851D-01
2,4981014209376D+01 -4,0485151411069D-01
2,5781168781184D+01 -4,1983716692463D-01
2,6600717352177D+01 -4,3459159646401D-01
2,7440696903992D+01 -4,4907605260364D-01
2,8302211033788D+01 -4,6325093356722D-01
2,9186434395284D+01 -4,7707536010179D-01
3,0094606037202D+01 -4,9050930460548D-01
3,1028049387926D+01 -5,0351231365089D-01
3,1988163373435D+01 -5,1604350798507D-01
3,2976437960920D+01 -5,2806115670395D-01
3,3994463040857D+01 -5,3952523220568D-01
3,5043926206489D+01 -5,5039357776064D-01
3,6126626076928D+01 -5,6062659159252D-01
3,7244476738196D+01 -5,7018296862282D-01
3,8399523286840D+01 -5,7902225542413D-01
3,9593944050453D+01 -5,8710527604569D-01
4,0830061690261D+01 -5,9439285453676D-01
4,2110354303710D+01 -6,0084538912103D-01
4,3437459865499D+01 -6,0642583297550D-01
4,4814193991724D+01 -6,1109841675384D-01
4,6243567704012D+01 -6,1482779693526D-01
4,7728778547453D+01 -6,1758373990558D-01
4,9273228354741D+01 -6,1933728952731D-01
5,0880549892384D+01 -6,2006587704620D-01
5,2554589096560D+01 -6,1975076613797D-01
5,4299436160365D+01 -6,1837960786163D-01
5,6119412210707D+01 -6,1594558900836D-01
5,8019091513480D+01 -6,1244998705480D-01
6,0003279268390D+01 -6,0790046686089D-01
6,2077020491025D+01 -6,0231235814649D-01
6,4245591130787D+01 -5,9570610053807D-01
6,6514458101573D+01 -5,8810554026654D-01
6,8889257076607D+01 -5,7953878181829D-01
7,1375765842227D+01 -5,7004074288857D-01
7,3979802154085D+01 -5,5965869011360D-01
7,6707197090937D+01 -5,4845777480280D-01
7,9563635177391D+01 -5,3652316206649D-01
8,2554592209413D+01 -5,2395832751373D-01
8,5685139848803D+01 -5,1087568909016D-01
8,8959754658687D+01 -4,9739405212468D-01
9,2382140462128D+01 -4,8365095827048D-01
9,5954979644177D+01 -4,6980694376054D-01
9,9679622279427D+01 -4,5605320426755D-01
1,0355586408027D+02 -4,4260605917176D-01
1,0758162664241D+02 -4,2968566028336D-01
1,1175267321859D+02 -4,1749938464603D-01
1,1606239554895D+02 -4,0623757628134D-01
1,2050160069137D+02 -3,9608035939765D-01
1,2505841331865D+02 -3,8719039935569D-01
1,2971831124685D+02 -3,7970736693642D-01
1,3446423202006D+02 -3,7375815815421D-01
1,3927686601877D+02 -3,6945646843136D-01
1,4413507391710D+02 -3,6689257278483D-01
1,4901640184285D+02 -3,6612140271078D-01
