0,0000000000000D+00 -2,6138011281420D-04 -0,0000000000000D+00 0,0000000000000D+00 -2,3920716435514D-04 -1,2654307339240D-04 -2,2895398449605D-03 -1,3944074850834D-03
4,9326223639939D-01 9,8490201889940D-04 1,1247344556506D-05 -1,0358496802401D-07 1,2687939133468D-03 4,3272663501147D-04 -5,1212533844120D-05 -2,0389126063627D-03
9,8676199877202D-01 2,0654750993957D-03 7,9478018404927D-05 -1,8191450618103D-06 2,4576001420627D-03 8,3397618146198D-04 -2,5214197237770D-05 -3,4828312118744D-03
1,4807373335249D+00 3,1769201397986D-03 2,4530259474803D-04 -9,2456782088385D-06 3,4796822336846D-03 1,1202799986239D-03 -1,9149093395724D-03 -5,2546893799811D-03
1,9754269809767D+00 4,3414658657971D-03 5,2664429564197D-04 -2,9458641839743D-05 4,3455581425116D-03 1,2479134685108D-03 -1,7602110927998D-03 -7,1105843747957D-03
2,4710711733564D+00 5,3945312791433D-03 9,2841081272853D-04 -7,0812012428426D-05 4,9400398215246D-03 1,1563924087718D-03 -2,3277075801504D-03 -8,9389598271382D-03
2,9679116694984D+00 6,3207529459329D-03 1,4413171704220D-03 -1,4101435779290D-04 5,3095804025307D-03 8,9436978827060D-04 -1,7669755629172D-03 -1,0677218714079D-02
3,4661927263195D+00 7,0433757948399D-03 2,0469327950965D-03 -2,4377619797426D-04 5,4696931055532D-03 5,2685965612732D-04 -1,4239135255425D-03 -1,2277896137048D-02
3,9661610988185D+00 7,5490623558323D-03 2,7205951985981D-03 -3,7747210001206D-04 5,4864113694321D-03 1,4503665936457D-04 -5,3014489227272D-04 -1,3707791798435D-02
4,4680663176409D+00 7,8286605930187D-03 3,4344182416399D-03 -5,3429003718840D-04 5,4169521056087D-03 -1,7969637353270D-04 1,0574848370996D-04 -1,4929227739592D-02
4,9721620769024D+00 7,8992031159110D-03 4,1600432228861D-03 -7,0176183545910D-04 5,3168861664997D-03 -4,0006026567445D-04 8,6593433342050D-04 -1,5925454868863D-02
5,4787059566243D+00 7,7873049497433D-03 4,8707202764672D-03 -8,6477080821897D-04 5,2267994747216D-03 -5,0151490426667D-04 1,2965078379277D-03 -1,6688322126483D-02
5,9879594227334D+00 7,5278007873609D-03 5,5428970420261D-03 -1,0082621880813D-03 5,1734534832669D-03 -4,9401910700283D-04 1,6501585509604D-03 -1,7230155084395D-02
6,5001906027085D+00 7,1572184683476D-03 6,1572663523073D-03 -1,1193929592755D-03 5,1702729132627D-03 -4,0367494703523D-04 1,7197903122769D-03 -1,7571428658804D-02
7,0156720650636D+00 6,7106965041652D-03 6,6992474337466D-03 -1,1891026462279D-03 5,2205662272984D-03 -2,6305999846877D-04 1,6927935312290D-03 -1,7742438310678D-02
7,5346824847354D+00 6,2194299884548D-03 7,1590623058065D-03 -1,2127458453792D-03 5,3206650762222D-03 -1,0385728298323D-04 1,4930401979038D-03 -1,7774436601104D-02
8,0575077533423D+00 5,7094854393834D-03 7,5314259707031D-03 -1,1900297302539D-03 5,4628793805104D-03 4,7772358819253D-05 1,2508583623767D-03 -1,7698895089256D-02
8,5844415343137D+00 5,2014177499289D-03 7,8150210419915D-03 -1,1243617454129D-03 5,6377492218275D-03 1,7325156125475D-04 9,4165240490236D-04 -1,7543381289101D-02
9,1157847077605D+00 4,7104927530678D-03 8,0118120835917D-03 -1,0219214811694D-03 5,8356193137062D-03 2,6174321300891D-04 6,4488773858022D-04 -1,7331502473556D-02
9,6518475909929D+00 4,2472727658198D-03 8,1263324327373D-03 -8,9061258224869D-04 6,0476231861859D-03 3,0923324136541D-04 3,4977262402297D-04 -1,7081873159226D-02
1,0192949938520D+01 3,8183658116191D-03 8,1649755760643D-03 -7,3909505066285D-04 6,2661845367703D-03 3,1701751404704D-04 9,6844193974476D-05 -1,6808702805088D-02
1,0739420386920D+01 3,4272254939956D-03 8,1353578292495D-03 -5,7596404135640D-04 6,4851626672728D-03 2,8997670173448D-04 -1,2340963807538D-04 -1,6522286089484D-02
1,1291600895878D+01 3,0749008214005D-03 8,0457697380525D-03 -4,0914120805699D-04 6,6997922670850D-03 2,3502388948007D-04 -2,9489968853242D-04 -1,6229816203086D-02
1,1849842307145D+01 2,7607087915035D-03 7,9047184939687D-03 -2,4546939747486D-04 6,9065034721512D-03 1,5984159422516D-04 -4,2789726947532D-04 -1,5936089391316D-02
1,2414511006097D+01 2,4827823746804D-03 7,7205807340566D-03 -9,0497711549306D-05 7,1026922619426D-03 7,1957168930383D-05 -5,1844645265467D-04 -1,5644178332348D-02
1,2985985590955D+01 2,2385133564011D-03 7,5013379668117D-03 5,1583485861883D-05 7,2865233096525D-03 -2,1809656548253D-05 -5,7668621324004D-04 -1,5355920813724D-02
1,3564657983044D+01 2,0248844626535D-03 7,2544012020988D-03 1,7789403270176D-04 7,4567814364765D-03 -1,1561756586283D-04 -6,0387979847140D-04 -1,5072201463395D-02
