0,0000000000000E+00	2,5197310845995E-10	-0,0000000000000E+00	1,7115796052276E-10	0,0000000000000E+00	2,8043698878236E-07	0,0000000000000E+00	1,4664896022000E+00
4,9325531500841E-01	3,0640197219124E-02	2,2065065433137E-06	7,5101630207688E-03	6,4764940372143E-05	1,6637261271690E-01	2,0105923608599E-04	1,5597893773367E+00
9,8674815265713E-01	1,2209514749133E-01	4,8426393781630E-05	2,6877350561888E-02	6,6010391306954E-04	3,5358781726079E-01	1,1520267025235E-03	1,6644469437823E+00
1,4807165560129E+00	2,7367591046541E-01	2,2345056418638E-04	5,4321133135657E-02	2,3139862953743E-03	5,6290983459905E-01	3,0241933426496E-03	1,7814304340220E+00
1,9753992620446E+00	4,8392931396188E-01	6,3387370690802E-04	8,7044346860274E-02	5,5945866728019E-03	7,9535122675327E-01	6,1742894261909E-03	1,9127959071977E+00
2,4710364996099E+00	7,4986002380390E-01	1,3775785706996E-03	1,2298535908626E-01	1,0983062032831E-02	1,0507238857305E+00	1,0880341535709E-02	2,0592834794065E+00
2,9678700241513E+00	1,0665141530943E+00	2,5437656565179E-03	1,6064724538579E-01	1,8874812929240E-02	1,3278488317840E+00	1,7416545700639E-02	2,2213263654876E+00
3,4661440891580E+00	1,4269358199769E+00	4,2038967783294E-03	1,9897272959510E-01	2,9525109356053E-02	1,6243738549318E+00	2,5993102603291E-02	2,3986088629791E+00
3,9661054461664E+00	1,8224850881357E+00	6,4144333047089E-03	2,3724376111133E-01	4,3046281284617E-02	1,9368151282243E+00	3,6738483045691E-02	2,5899833926168E+00
4,4680036223206E+00	2,2433962295403E+00	9,2168754423485E-03	2,7499779183293E-01	5,9407418022324E-02	2,2608870034937E+00	4,9707920039919E-02	2,7936972108406E+00
4,9720923081766E+00	2,6794366074826E+00	1,2640467581710E-02	3,1195868828330E-01	7,8452812938181E-02	2,5917072971913E+00	6,4867808987275E-02	3,0073721996212E+00
5,4786290801413E+00	3,1205502975979E+00	1,6704169285901E-02	3,4798048018010E-01	9,9926326477987E-02	2,9241990964114E+00	8,2117450964072E-02	3,2282811264875E+00
5,9878754004725E+00	3,5573934575859E+00	2,1418817267678E-02	3,8300307333501E-01	1,2349970265487E-01	3,2533510892321E+00	1,0129218373123E-01	3,4534632010814E+00
6,5000993928869E+00	3,9817235086207E+00	2,6788813835138E-02	4,1701891850080E-01	1,4880029618074E-01	3,5744995735415E+00	1,2218355215165E-01	3,6799309034604E+00
7,0155736220738E+00	4,3866326441967E+00	3,2813532155477E-02	4,5004864665278E-01	1,7543597544340E-01	3,8834964181762E+00	1,4455068350445E-01	3,9047928749901E+00
7,5345767590595E+00	4,7666376579949E+00	3,9488327193223E-02	4,8212447154630E-01	2,0301582842926E-01	4,1768312164778E+00	1,6813576875160E-01	4,1253732235584E+00
8,0573946914508E+00	5,1176631556649E+00	4,6805278370834E-02	5,1327931553034E-01	2,3116607201242E-01	4,4516789789617E+00	1,9267496658071E-01	4,3392806293296E+00
8,5843210785565E+00	5,4369384272022E+00	5,4753698870356E-02	5,4354056847304E-01	2,5954162110793E-01	4,7059012643682E+00	2,1790846505014E-01	4,5444565883826E+00
9,1156567962657E+00	5,7228496234210E+00	6,3320442236424E-02	5,7292670831529E-01	2,8783320186141E-01	4,9380096089999E+00	2,4358766847839E-01	4,7391910592974E+00
9,6517121575340E+00	5,9747640247406E+00	7,2490147658657E-02	6,0144689226673E-01	3,1577135792829E-01	5,1471021878405E+00	2,6948042855702E-01	4,9221211592721E+00
1,0192806912384E+01	6,1928503854529E+00	8,2245342172668E-02	6,2910117483457E-01	3,4312762237862E-01	5,3327895421767E+00	2,9537457888638E-01	5,0922148655967E+00
1,0739269692783E+01	6,3779053827972E+00	9,2566587148158E-02	6,5588203402517E-01	3,6971353656742E-01	5,4951131438949E+00	3,2107984362494E-01	5,2487449380104E+00
1,1291442453616E+01	6,5311979443960E+00	1,0343255664302E-01	6,8177633360325E-01	3,9537838808594E-01	5,6344662218795E+00	3,4642868577787E-01	5,3912553437363E+00
1,1849676031713E+01	6,6543336343406E+00	1,1482015323113E-01	7,0676733985835E-01	4,2000596758319E-01	5,7515194896357E+00	3,7127614225204E-01	5,5195273565464E+00
1,2414336807308E+01	6,7491390979268E+00	1,2670457613637E-01	7,3083668386396E-01	4,4351078051553E-01	5,8471532822024E+00	3,9549909338528E-01	5,6335453298550E+00
1,2985803373309E+01	6,8175717977308E+00	1,3905947794080E-01	7,5396605120078E-01	4,6583401361385E-01	5,9224013805975E+00	4,1899503764067E-01	5,7334624698129E+00
1,3564467645543E+01	6,8616467559325E+00	1,5185708722589E-01	7,7613914421595E-01	4,8693974663319E-01	5,9783997374858E+00	4,4168034790222E-01	5,8195695421364E+00
1,4150739303725E+01	6,8833789947118E+00	1,6506831077347E-01	7,9734277216698E-01	5,0681100058065E-01	6,0163491524815E+00	4,6348876340630E-01	5,8922687944641E+00
1,4745044681220E+01	6,8847473434676E+00	1,7866286983381E-01	8,1756805038024E-01	5,2544635826902E-01	6,0374805865705E+00	4,8436943396516E-01	5,9520485306555E+00
1,5347825654793E+01	6,8676608623823E+00	1,9260946364714E-01	8,3681110884450E-01	5,4285699367436E-01	6,0430317870473E+00	5,0428503488122E-01	5,9994609447951E+00
1,5959546306074E+01	6,8339440164636E+00	2,0687581032409E-01	8,5507347376138E-01	5,5906356502558E-01	6,0342265515721E+00	5,2321011749705E-01	6,0351058226649E+00
1,6580689590827E+01	6,7853218495860E+00	2,2142886487450E-01	8,7236190402370E-01	5,7409430705243E-01	6,0122604015190E+00	5,4112950687245E-01	6,0596122873951E+00
1,7211761779920E+01	6,7234151878567E+00	2,3623477832700E-01	8,8868844572273E-01	5,8798274168306E-01	5,9782896484788E+00	5,5803674658878E-01	6,0736264125837E+00
1,7853290238841E+01	6,6497380232708E+00	2,5125906125061E-01	9,0406961454015E-01	6,0076609733527E-01	5,9334238539159E+00	5,7393273206178E-01	6,0778001392984E+00
1,8505830089157E+01	6,5656953334226E+00	2,6646673364955E-01	9,1852601419767E-01	6,1248389172926E-01	5,8787182888257E+00	5,8882476799866E-01	6,0727828008423E+00
1,9169961988027E+01	6,4725874420819E+00	2,8182217506844E-01	9,3208173687781E-01	6,2317700526524E-01	5,8151712946142E+00	6,0272496607528E-01	6,0592087358743E+00
1,9846297679417E+01	6,3716113273668E+00	2,9728938350150E-01	9,4476349110871E-01	6,3288653637222E-01	5,7437208899438E+00	6,1564972653755E-01	6,0376959845264E+00
2,0535476663372E+01	6,2638641102044E+00	3,1283192088534E-01	9,5660005669210E-01	6,4165325643600E-01	5,6652436396821E+00	6,2761851289570E-01	6,0088371612290E+00
2,1238171747230E+01	6,1503469788495E+00	3,2841291309898E-01	9,6762152160255E-01	6,4951711923440E-01	5,5805565399872E+00	6,3865323927142E-01	5,9731981508288E+00
2,1955095707083E+01	6,0319730379211E+00	3,4399515897823E-01	9,7785873691542E-01	6,5651677037239E-01	5,4904158872567E+00	6,4877761061785E-01	5,9313161527655E+00
2,2686996846803E+01	5,9095707968634E+00	3,5954107580849E-01	9,8734255370605E-01	6,6268932925339E-01	5,3955225563672E+00	6,5801636868526E-01	5,8837003330129E+00
2,3434661218528E+01	5,7838933271555E+00	3,7501269932477E-01	9,9610295093460E-01	6,6807028006475E-01	5,2965223776923E+00	6,6639486787683E-01	5,8308285643734E+00
2,4198923725094E+01	5,6556221868295E+00	3,9037162920448E-01	1,0041681633308E+00	6,7269325374906E-01	5,1940095302560E+00	6,7393855684999E-01	5,7731513381249E+00
2,4980663679062E+01	5,5253765776808E+00	4,0557924709622E-01	1,0115641363220E+00	6,7659008251128E-01	5,0885303119047E+00	6,8067297851648E-01	5,7110878523737E+00
2,5780807023207E+01	5,3937177058432E+00	4,2059649859099E-01	1,0183139809612E+00	6,7979052728276E-01	4,9805850243930E+00	6,8662377004230E-01	5,6450286198193E+00
2,6600344094402E+01	5,2611527063082E+00	4,3538411125100E-01	1,0244368837827E+00	6,8232222321403E-01	4,8706294814518E+00	6,9181661572062E-01	5,5753302522257E+00
2,7440311859734E+01	5,1281372592702E+00	4,4990267637043E-01	1,0299482158171E+00	6,8421040713883E-01	4,7590780249261E+00	6,9627672857317E-01	5,5023161123624E+00
2,8301813900877E+01	4,9950816949327E+00	4,6411251270750E-01	1,0348589875189E+00	6,8547797208128E-01	4,6463065409118E+00	7,0002833195166E-01	5,4262772919161E+00
2,9186024855066E+01	4,8623505574513E+00	4,7797391176679E-01	1,0391766118673E+00	6,8614514021267E-01	4,5326539678242E+00	7,0309376412206E-01	5,3474719595495E+00
3,0094183753639E+01	4,7302695818547E+00	4,9144683800971E-01	1,0429047953518E+00	6,8622957186590E-01	4,4184253125356E+00	7,0549338401033E-01	5,2661309024005E+00
3,1027614006409E+01	4,5991274382758E+00	5,0449095610805E-01	1,0460432109294E+00	6,8574680159305E-01	4,3038965515977E+00	7,0724533556668E-01	5,1824594819055E+00
3,1987714519724E+01	4,4691796564693E+00	5,1706554918320E-01	1,0485874980239E+00	6,8471040168698E-01	4,1893176473792E+00	7,0836611329132E-01	5,0966457830625E+00
3,2975975239870E+01	4,3406542945613E+00	5,2912951880615E-01	1,0505282813970E+00	6,8313214570295E-01	4,0749151871857E+00	7,0887042085297E-01	5,0088635481659E+00
3,3993986035013E+01	4,2137541193367E+00	5,4064138499750E-01	1,0518516072053E+00	6,8102244451622E-01	3,9608965304481E+00	7,0877154810609E-01	4,9192734806889E+00
