-1,4897853650246E+02	-2,1157601911330E+02
-1,4897303101856E+02	-2,1156818736213E+02
-1,4892884507032E+02	-2,1150544507213E+02
-1,4884050869311E+02	-2,1138001093819E+02
-1,4870809292542E+02	-2,1119194801789E+02
-1,4853166880576E+02	-2,1094136981487E+02
-1,4831134289187E+02	-2,1062842766732E+02
-1,4804722174151E+02	-2,1025331074798E+02
-1,4773944743169E+02	-2,0981623345259E+02
-1,4738826859715E+02	-2,0931744801149E+02
-1,4699382731492E+02	-2,0875726971255E+02
-1,4655640773898E+02	-2,0813602645519E+02
-1,4607625850410E+02	-2,0745407136183E+02
-1,4555362824504E+02	-2,0671183322401E+02
-1,4498887215431E+02	-2,0590972822174E+02
-1,4438230990516E+02	-2,0504823559262E+02
-1,4373426117086E+02	-2,0412788502029E+02
-1,4304518770166E+02	-2,0314920618842E+02
-1,4231544469008E+02	-2,0211277922671E+02
-1,4154545836713E+02	-2,0101923471095E+02
-1,4073572600232E+02	-1,9986920321692E+02
-1,3988667382666E+02	-1,9866336576646E+02
-1,3899887014818E+02	-1,9740245382747E+02
-1,3807277671713E+02	-1,9608719886785E+02
-1,3710899736078E+02	-1,9471839541309E+02
-1,3610810038715E+02	-1,9329685060019E+02
-1,3507061858499E+02	-1,9182339678916E+02
-1,3399722682009E+02	-1,9029891678611E+02
-1,3288856443895E+02	-1,8872431862015E+02
-1,3174523526885E+02	-1,8710052293192E+02
-1,3056794969480E+02	-1,8542851341964E+02
-1,2935741810183E+02	-1,8370926117000E+02
-1,2811435087494E+02	-1,8194380032729E+02
-1,2683945839918E+02	-1,8013317764729E+02
-1,2553355761729E+02	-1,7827845249731E+02
-1,2419735891432E+02	-1,7638073469073E+02
-1,2283167923302E+02	-1,7444114665244E+02
-1,2143733551618E+02	-1,7246084864185E+02
-1,2001514470656E+02	-1,7044099461266E+02
-1,1856595926618E+02	-1,6838280788187E+02
-1,1709063165708E+02	-1,6628748654345E+02
-1,1559004986052E+02	-1,6415629174898E+02
-1,1406506633854E+02	-1,6199047834425E+02
