-1,4892365601471E+02	1,8772168981021E-02
-1,4891815255891E+02	1,8772168981021E-02
-1,4887398288783E+02	1,8772171523861E-02
-1,4878567905184E+02	1,8772181695220E-02
-1,4865331206327E+02	1,8772216023557E-02
-1,4847695293446E+02	1,8772297394431E-02
-1,4825670818390E+02	1,8772453779079E-02
-1,4799268433009E+02	1,8772722048677E-02
-1,4768502339770E+02	1,8773147974343E-02
-1,4733397392989E+02	1,8773781141453E-02
-1,4693967795133E+02	1,8774681306741E-02
-1,4650241951136E+02	1,8775910769784E-02
-1,4602244715313E+02	1,8777544544354E-02
-1,4550000941981E+02	1,8779658915646E-02
-1,4493546137307E+02	1,8782341611632E-02
-1,4432912256841E+02	1,8785682903127E-02
-1,4368131256132E+02	1,8789784503720E-02
-1,4299249293196E+02	1,8794751941265E-02
-1,4226301874201E+02	1,8800699643552E-02
-1,4149331606545E+02	1,8807749666892E-02
-1,4068388198862E+02	1,8816031696113E-02
-1,3983514258553E+02	1,8825685587406E-02
-1,3894766595482E+02	1,8836858825477E-02
-1,3802191367666E+02	1,8849711609235E-02
-1,3705848935589E+02	1,8864413037526E-02
-1,3605796109117E+02	1,8881143651976E-02
-1,3502086147499E+02	1,8900100522668E-02
-1,3394786512452E+02	1,8921492162467E-02
-1,3283961115075E+02	1,8945544884115E-02
-1,3169670315852E+02	1,8972502800231E-02
-1,3051985127115E+02	1,9002629094735E-02
-1,2930976561197E+02	1,9036206022845E-02
-1,2806715630431E+02	1,9073543811016E-02
-1,2679273347151E+02	1,9114976842682E-02
-1,2548731375538E+02	1,9160864929673E-02
-1,2415160727926E+02	1,9211603483578E-02
-1,2278643068497E+02	1,9267619701484E-02
-1,2139260061436E+02	1,9329376380233E-02
-1,1997093370923E+02	1,9397378273525E-02
-1,1852228211760E+02	1,9472172091918E-02
-1,1704749798745E+02	1,9554356674183E-02
-1,1554746897294E+02	1,9644576630208E-02
-1,1402304722208E+02	1,9743536326619E-02
-1,1247519140135E+02	1,9852001158194E-02
