0,0000000000000E+00	-7,1212031184595E-26	0,0000000000000E+00	1,0000000000000E+00	7,1000000000000E-01
4,9298883914525E-01	4,9228571449432E-01	3,5000817719903E-01	9,9699676249273E-01	7,0984510500020E-01
9,8621507261176E-01	9,8310428093663E-01	6,9996273722464E-01	9,9309074343218E-01	7,0909933069708E-01
1,4799166148661E+00	1,4722197101083E+00	1,0497217522648E+00	9,8811705421154E-01	7,0764410420092E-01
1,9743320739020E+00	1,9592116925502E+00	1,3990376371364E+00	9,8153508805919E-01	7,0522340967234E-01
2,4697015487962E+00	2,4433726027851E+00	1,7475461104552E+00	9,7283118844924E-01	7,0163132434289E-01
2,9662666643853E+00	2,9237763912885E+00	2,0947788104416E+00	9,6163638301555E-01	6,9666291106033E-01
3,4642715422033E+00	3,3993162241415E+00	2,4401664488718E+00	9,4767799917707E-01	6,9016307052745E-01
3,9639628004817E+00	3,8687755421339E+00	2,7830735045432E+00	9,3084895010933E-01	6,8204107576746E-01
4,4655898315602E+00	4,3308928465907E+00	3,1228171469825E+00	9,1117315030916E-01	6,7225612863080E-01
4,9694061889413E+00	4,7844260289614E+00	3,4586987759595E+00	8,8880401763513E-01	6,6083290130564E-01
5,4756693098790E+00	5,2282052944530E+00	3,7900260991466E+00	8,6399240910746E-01	6,4783896536614E-01
5,9846405153789E+00	5,6611758203037E+00	4,1161383637301E+00	8,3706410532419E-01	6,3340258345506E-01
6,4965877843068E+00	6,0824264987907E+00	4,4364268570941E+00	8,0838510980808E-01	6,1766349815402E-01
7,0117835341018E+00	6,4912059055676E+00	4,7503380607718E+00	7,7834428225732E-01	6,0079444861401E-01
7,5305062852413E+00	6,8869314244291E+00	5,0573957281051E+00	7,4733024548812E-01	5,8298145481393E-01
8,0530417708843E+00	7,2691851411667E+00	5,3571945763419E+00	7,1571049441231E-01	5,6441060957313E-01
8,5796834916933E+00	7,6377060875193E+00	5,6494113254660E+00	6,8382885742775E-01	5,4526970580640E-01
9,1107321610125E+00	7,9923792914559E+00	5,9337936593671E+00	6,5199396529046E-01	5,2572815970317E-01
9,6464979241544E+00	8,3332184401229E+00	6,2101633797923E+00	6,2046891021250E-01	5,0595755248518E-01
1,0187300358400E+01	8,6603485427923E+00	6,4784116754192E+00	5,8948423323831E-01	4,8611247306777E-01
1,0733467918176E+01	8,9739922437149E+00	6,7384912369770E+00	5,5922500445329E-01	4,6631775984109E-01
1,1285342373631E+01	9,2744479226857E+00	6,9904067953928E+00	5,2984056941139E-01	4,4670526637903E-01
1,1843274372059E+01	9,5620796578034E+00	7,2342198527186E+00	5,0144747214298E-01	4,2736809473105E-01
1,2407630095761E+01	9,8372980634648E+00	7,4700250274955E+00	4,7412778710402E-01	4,0840481195361E-01
1,2978787933115E+01	1,0100551165601E+01	7,6979674014871E+00	4,4794108683082E-01	3,8988316841917E-01
1,3557139588218E+01	1,0352310714529E+01	7,9182078262136E+00	4,2291841347708E-01	3,7186329456379E-01
1,4143094519461E+01	1,0593063972668E+01	8,1309481545631E+00	3,9907891032433E-01	3,5439714143354E-01
1,4737078829886E+01	1,0823307327200E+01	8,3363965473268E+00	3,7642016050815E-01	3,3750980251691E-01
1,5339534157540E+01	1,1043536252829E+01	8,5347895508578E+00	3,5492918409706E-01	3,2124728871497E-01
1,5950924333339E+01	1,1254243486833E+01	8,7263731733636E+00	3,3458138881758E-01	3,0561219918537E-01
1,6571732052132E+01	1,1455910816770E+01	8,9113997309546E+00	3,1534478185759E-01	2,9061746340425E-01
1,7202463311282E+01	1,1649010905435E+01	9,0901310015951E+00	2,9718622941068E-01	2,7627373227323E-01
1,7843645191374E+01	1,1834002728476E+01	9,2628350711522E+00	2,8006471223791E-01	2,6257588908960E-01
1,8495832514075E+01	1,2011329749442E+01	9,4297768715417E+00	2,6393459930294E-01	2,4951169570495E-01
1,9159605622851E+01	1,2181417182352E+01	9,5912244886307E+00	2,4875189418045E-01	2,3708585996258E-01
1,9835575931179E+01	1,2344675641604E+01	9,7474491622377E+00	2,3447389476961E-01	2,2527281469559E-01
2,0524382593622E+01	1,2501498404541E+01	9,8987095163757E+00	2,2105509245758E-01	2,1406080805053E-01
2,1226698054041E+01	1,2652262323934E+01	1,0045273636912E+01	2,0845131837381E-01	2,0344204484789E-01
2,1943234703458E+01	1,2797326915498E+01	1,0187396993908E+01	1,9661852066562E-01	1,9337814115033E-01
2,2674740441482E+01	1,2937036182849E+01	1,0325328749522E+01	1,8551643265401E-01	1,8386472541234E-01
2,3422000895595E+01	1,3071719529983E+01	1,0459321219866E+01	1,7510479891381E-01	1,7487267260347E-01
2,4185850517586E+01	1,3201690848793E+01	1,0589607797340E+01	1,6534263441886E-01	1,6637326506490E-01
2,4967168144977E+01	1,3327249431552E+01	1,0716425028298E+01	1,5619471476119E-01	1,5836063475508E-01
2,5766879220311E+01	1,3448682708336E+01	1,0840003151192E+01	1,4762385658709E-01	1,5079667147573E-01
2,6585973545444E+01	1,3566262597124E+01	1,0960556634713E+01	1,3959448580914E-01	1,4366278690576E-01
2,7425487527251E+01	1,3680250978655E+01	1,1078303101509E+01	1,3207764812801E-01	1,3694156199560E-01
2,8286524151210E+01	1,3790898783947E+01	1,1193447558417E+01	1,2503973127106E-01	1,3060309166942E-01
2,9170257419970E+01	1,3898445081828E+01	1,1306188704375E+01	1,1845370028513E-01	1,2462968902980E-01
3,0077925695493E+01	1,4003121641313E+01	1,1416718930418E+01	1,1229088027098E-01	1,1899834637912E-01
3,1010851672638E+01	1,4105148369224E+01	1,1525224319675E+01	1,0652508972108E-01	1,1369289463923E-01
3,1970433502008E+01	1,4204739697523E+01	1,1631887801328E+01	1,0113279028426E-01	1,0869152590809E-01
3,2958160324960E+01	1,4302100933408E+01	1,1736879688751E+01	9,6090529723551E-02	1,0396971167904E-01
3,3975621150752E+01	1,4397432821697E+01	1,1840367141366E+01	9,1377622036913E-02	9,9520338896261E-02
3,5024502637255E+01	1,4490928807393E+01	1,1942517318597E+01	8,6972388580595E-02	9,5318358195620E-02
3,6106602406674E+01	1,4582777773119E+01	1,2043478456159E+01	8,2856617443754E-02	9,1343025967345E-02
3,7223833484120E+01	1,4673164039116E+01	1,2143401943717E+01	7,9011617931107E-02	8,7589247810781E-02
3,8378239832620E+01	1,4762267363242E+01	1,2242432863035E+01	7,5419580263219E-02	8,4030764386759E-02
3,9571998572398E+01	1,4850262940972E+01	1,2340700526120E+01	7,2063337773258E-02	8,0654838811143E-02
4,0807431077316E+01	1,4937321405402E+01	1,2438340552880E+01	6,8925993151173E-02	7,7458319400743E-02
4,2087014071298E+01	1,5023608827241E+01	1,2535482255323E+01	6,5992536296615E-02	7,4417103633049E-02
