0,0000000000000D+00 4,7439518416464D-02
-5,5206251399337D-03 4,7352598504835D-02
-4,9680717388003D-02 4,6664635210342D-02
-1,3797470823304D-01 4,5327238538469D-02
-2,7035024288194D-01 4,3413085648826D-02
-4,4672881406864D-01 4,1020863840342D-02
-6,6700577722509D-01 3,8265075660095D-02
-9,3105054120114D-01 3,5265516722278D-02
-1,2387065075810D+00 3,2137784302137D-02
-1,5897912787411D+00 2,8985922718906D-02
-1,9840965191453D+00 2,5897608036659D-02
-2,4213885101657D+00 2,2941826939640D-02
-2,9014077339670D+00 2,0168694277568D-02
-3,4238694283282D+00 1,7610828059263D-02
-3,9884642801691D+00 1,5285717601721D-02
-4,5948568997915D+00 1,3198545934944D-02
-5,2426880401651D+00 1,1345084624367D-02
-5,9315729324631D+00 9,7143685190505D-03
-6,6611040601702D+00 8,2910178168435D-03
-7,4308475527420D+00 7,0571119869501D-03
-8,2403473467672D+00 5,9936531694385D-03
-9,0891240763245D+00 5,0816261053466D-03
-9,9766734085176D+00 4,3027359496088D-03
-1,0902468817583D+01 3,6398799258457D-03
-1,1865963249357D+01 3,0774106630367D-03
-1,2866583018234D+01 2,6012575184866D-03
-1,3903734465029D+01 2,1989359827072D-03
-1,4976805066620D+01 1,8594927784228D-03
-1,6085155668446D+01 1,5734031122444D-03
-1,7228131580938D+01 1,3324481760920D-03
-1,8405052592731D+01 1,1295797169067D-03
-1,9615220738167D+01 9,5878572319087D-04
-2,0857921406937D+01 8,1496093155141D-04
-2,2132413357293D+01 6,9378609153765D-04
-2,3437944251051D+01 5,9161857511747D-04
-2,4773737337878D+01 5,0539427201076D-04
-2,6139002551717D+01 4,3254124112432D-04
-2,7532929852933D+01 3,7090417760010D-04
-2,8954689228311D+01 3,1867928401319D-04
-3,0403441787487D+01 2,7435834071921D-04
-3,1878326447234D+01 2,3668085852144D-04
-3,3378468808602D+01 2,0459365237698D-04
-3,4902978937635D+01 1,7721667522693D-04
-3,6450951365372D+01 1,5381425963325D-04
-3,8021471745702D+01 1,3377098838051D-04
-3,9613605758937D+01 1,1657158419491D-04
-4,1226410208241D+01 1,0178412056187D-04
-4,2858926361771D+01 8,9046068703135D-05
-4,4510191049111D+01 7,8052644341233D-05
-4,6179218906979D+01 6,8547233824354D-05
-4,7865024572092D+01 6,0313385282243D-05
-4,9566609365448D+01 5,3168155407536D-05
-5,1282956853749D+01 4,6956683280195D-05
-5,3013055042275D+01 4,1547572423903D-05
-5,4755878620581D+01 3,6829132527388D-05
-5,6510388962505D+01 3,2706311836703D-05
-5,8275551880458D+01 2,9097901407346D-05
-6,0050315432557D+01 2,5934597184422D-05
-6,1833627676918D+01 2,3156970238244D-05
-6,3624436671660D+01 2,0714072564184D-05
-6,5421672720605D+01 1,8562105336804D-05
-6,7224270566152D+01 1,6663415967450D-05
-6,9031169389270D+01 1,4985442810462D-05
-7,0841290616637D+01 1,3500221039531D-05
-7,2653560113503D+01 1,2183424709126D-05
-7,4466903745119D+01 1,1014077444179D-05
-7,6280247376734D+01 9,9740032097248D-06
-7,8092516873600D+01 9,0473037154524D-06
-7,9902638100967D+01 8,2203905612957D-06
-8,1709536924085D+01 7,4811535851001D-06
-8,3512139208206D+01 6,8192671641724D-06
-8,5309370818578D+01 6,2256382295801D-06
-8,7100175374746D+01 5,6923663137753D-06
-8,8883487619108D+01 5,2123977558922D-06
-9,0658260048353D+01 4,7798714964497D-06
-9,2423418527733D+01 4,3892727298918D-06
-9,4177933308230D+01 4,0361782230508D-06
-9,5920748009390D+01 3,7162524542967D-06
-9,7650850636488D+01 3,4261915458237D-06
-9,9367202563363D+01 3,1625974791697D-06
-1,0106878291815D+02 2,9229080212096D-06
-1,0275458858326D+02 2,7045258082810D-06
-1,0442361644113D+02 2,5054550584747D-06
-1,0607488112847D+02 2,3236350098679D-06
-1,0770739728200D+02 2,1577098074016D-06
-1,0932019729273D+02 2,0056776992715D-06
-1,1091233130596D+02 1,8667934818206D-06
-1,1248285834415D+02 1,7394755920268D-06
-1,1403082855260D+02 1,6229562095145D-06
-1,1555533646235D+02 1,5161957688681D-06
-1,1705548548158D+02 1,4182824833916D-06
-1,1853036126418D+02 1,3288473676355D-06
-1,1997912048121D+02 1,2468162996749D-06
-1,2140087541802D+02 1,1715849424200D-06
-1,2279480049995D+02 1,1032360707648D-06
-1,2416007015236D+02 1,0403082084264D-06
-1,2549585880061D+02 9,8336838064913D-07
-1,2680139413294D+02 9,3122375643705D-07
-1,2807588608330D+02 8,8403018449822D-07
-1,2931858897136D+02 8,4095555327738D-07
-1,3052875711679D+02 8,0214704365391D-07
-1,3170568034787D+02 7,6706816869382D-07
-1,3284864849286D+02 7,3552726031740D-07
-1,3395700464290D+02 7,0727409954914D-07
-1,3503007413485D+02 6,8152703192931D-07
-1,3606722669129D+02 6,5968284074118D-07
-1,3706784091195D+02 6,3897166679076D-07
-1,3803133978230D+02 6,2169834887267D-07
-1,3895713741065D+02 6,0636019546556D-07
