-1,4903309543121E+02	-1,0583409451906E+02
-1,4902758793109E+02	-1,0583016945692E+02
-1,4898338580108E+02	-1,0579878158058E+02
-1,4889501707331E+02	-1,0573601844869E+02
-1,4876255281232E+02	-1,0564191792357E+02
-1,4858606408260E+02	-1,0551653679873E+02
-1,4836565748094E+02	-1,0535995079885E+02
-1,4810143960412E+02	-1,0517225457975E+02
-1,4779355258117E+02	-1,0495355541807E+02
-1,4744224513790E+02	-1,0470398583197E+02
-1,4704765940335E+02	-1,0442369096041E+02
-1,4661007963559E+02	-1,0411284118390E+02
-1,4612975456043E+02	-1,0377162581412E+02
-1,4560693290369E+02	-1,0340023416275E+02
-1,4504196998794E+02	-1,0299889340379E+02
-1,4443518560353E+02	-1,0256784333205E+02
-1,4378689954078E+02	-1,0210734267349E+02
-1,4309757371905E+02	-1,0161765646445E+02
-1,4236756346094E+02	-1,0109908129324E+02
-1,4159729515355E+02	-1,0055192005853E+02
-1,4078726624851E+02	-9,9976507210967E+01
-1,3993790313291E+02	-9,9373170890786E+01
-1,3904977432291E+02	-9,8742283410958E+01
-1,3812334173787E+02	-9,8084210774060E+01
-1,3715920942618E+02	-9,7399344224230E+01
-1,3615794590400E+02	-9,6688093936771E+01
-1,3512008415520E+02	-9,5950876397377E+01
-1,3404629929269E+02	-9,5188133333298E+01
-1,3293723089715E+02	-9,4400312782173E+01
-1,3179348301697E+02	-9,3587894333590E+01
-1,3061576629733E+02	-9,2751344956355E+01
-1,2940479138340E+02	-9,1891175792001E+01
-1,2816126892036E+02	-9,1007885361282E+01
-1,2688590955339E+02	-9,0102003736899E+01
-1,2557953052445E+02	-8,9174067301941E+01
-1,2424284247870E+02	-8,8224625060277E+01
-1,2287666265811E+02	-8,7254244946943E+01
-1,2148180830462E+02	-8,6263501207365E+01
-1,2005909666019E+02	-8,5252974397357E+01
-1,1860938049904E+02	-8,4223276624681E+01
-1,1713351259537E+02	-8,3175013686709E+01
-1,1563238125566E+02	-8,2108804001591E+01
-1,1410683925411E+02	-8,1025284918646E+01
-1,1255784596173E+02	-7,9925100097581E+01
-1,1098628968497E+02	-7,8808899508494E+01
-1,0939309426257E+02	-7,7677345742261E+01
-1,0777921906552E+02	-7,6531107700145E+01
-1,0614558793255E+02	-7,5370873214581E+01
-1,0449323129917E+02	-7,4197323807611E+01
-1,0282307300409E+02	-7,3011159932447E+01
-1,0113614348285E+02	-7,1813082042300E+01
-9,9433437638667E+01	-7,0603800055965E+01
-9,7715950374805E+01	-6,9384036513018E+01
-9,5984712126768E+01	-6,8154510797835E+01
-9,4240717797803E+01	-6,6915951760382E+01
-9,2485033355676E+01	-6,5669097716205E+01
-9,0718689235894E+01	-6,4414686980851E+01
-8,8942751406221E+01	-6,3153464180256E+01
-8,7158250302165E+01	-6,1886173940358E+01
-8,5366251891491E+01	-6,0613573507870E+01
-8,3567822141965E+01	-5,9336410663925E+01
-8,1763991489094E+01	-5,8055448965626E+01
-7,9955896965160E+01	-5,6771448814883E+01
-7,8144569005671E+01	-5,5485164303217E+01
-7,6331109110651E+01	-5,4197365298120E+01
-7,4516547715606E+01	-5,2908812201503E+01
-7,2701986320562E+01	-5,1620271725665E+01
-7,0888526425542E+01	-5,0332504272515E+01
-6,9077198466053E+01	-4,9046276554352E+01
-6,7269103942119E+01	-4,7762348973086E+01
-6,5465273289248E+01	-4,6481485085821E+01
-6,3666843539722E+01	-4,5204442139272E+01
-6,1874845129048E+01	-4,3931978957752E+01
-6,0090344024992E+01	-4,2664849632780E+01
-5,8314406195319E+01	-4,1403805100683E+01
-5,6548062075537E+01	-4,0149593142592E+01
-5,4792377633410E+01	-3,8902956806845E+01
-5,3048383304445E+01	-3,7664634408990E+01
-5,1317145056408E+01	-3,6435362686977E+01
-4,9599657792546E+01	-3,5215867335574E+01
-4,7896951948367E+01	-3,4006872471953E+01
-4,6210022427118E+01	-3,2809095902894E+01
-4,4539864132047E+01	-3,1623245969597E+01
-4,2887507498661E+01	-3,0450025491669E+01
-4,1253876365690E+01	-2,9290130189529E+01
-3,9640001168641E+01	-2,8144247895610E+01
-3,8046805746243E+01	-2,7013056976761E+01
-3,6475249469486E+01	-2,5897228306243E+01
-3,4926256177100E+01	-2,4797422897334E+01
-3,3400714175556E+01	-2,3714292692129E+01
-3,1899582835843E+01	-2,2648479181139E+01
-3,0423714932174E+01	-2,1600614389291E+01
-2,8973998771020E+01	-2,0571319051833E+01
