0,0000000000000E+00	1,2490443797795E-25	0,0000000000000E+00
4,9331211576921E-01	4,9261486209993E-01	3,5024553685820E-01
9,8687295735038E-01	9,8376286968109E-01	7,0044216819938E-01
1,4808957182966E+00	1,4732063670071E+00	1,0504447550699E+00
1,9756468905493E+00	1,9605212212265E+00	1,4000087698845E+00
2,4713396676616E+00	2,4449951490317E+00	1,7487682100645E+00
2,9682405415748E+00	2,9256957648476E+00	2,0962482188156E+00
3,4665804719716E+00	3,4015099051626E+00	2,4418808611016E+00
3,9666081846638E+00	3,8712147542743E+00	2,7850272100066E+00
4,4685724054634E+00	4,3335434988231E+00	3,1249978555006E+00
4,9727218601824E+00	4,7872505263931E+00	3,4610923443721E+00
5,4793230407622E+00	5,2311631740510E+00	3,7926165337991E+00
5,9886246730147E+00	5,6642254980357E+00	4,1189078329059E+00
6,5009110150108E+00	6,0855265416826E+00	4,4393525563340E+00
7,0164663248212E+00	6,4943167490579E+00	4,7534001226176E+00
7,5355215621286E+00	6,8900152599060E+00	5,0605725197678E+00
8,0584142833919E+00	7,2722085418473E+00	5,3604643052728E+00
8,5854109805527E+00	7,6406403598239E+00	5,6527536492785E+00
9,1168136778110E+00	7,9951994658749E+00	5,9371912914080E+00
9,6529243993672E+00	8,3359045533052E+00	6,2136021183585E+00
1,0194098467810E+01	8,6628887549206E+00	6,4818788535119E+00
1,0740620141210E+01	8,9763782141173E+00	6,7419757465460E+00
1,1292862508285E+01	9,2766774949852E+00	6,9939022630446E+00
1,1851163125494E+01	9,5641568161488E+00	7,2377230844979E+00
1,2415895081555E+01	9,8392310777904E+00	7,4735391771348E+00
1,2987431465187E+01	1,0102353478571E+01	7,7014956799088E+00
1,3566180897365E+01	1,0354000925733E+01	7,9217598181362E+00
1,4152516466808E+01	1,0594664916417E+01	8,1345335242743E+00
1,4746900092881E+01	1,0824843330840E+01	8,3400313515591E+00
1,5349758162691E+01	1,1045035872959E+01	8,5384930947836E+00
1,5961552595601E+01	1,1255737687387E+01	8,7301648591302E+00
1,6582780843237E+01	1,1457432064448E+01	8,9153053705599E+00
1,7213922591093E+01	1,1650594999514E+01	9,0941765102283E+00
1,7855546355309E+01	1,1835684250590E+01	9,2670464696803E+00
1,8508167353641E+01	1,2013144809519E+01	9,4341834404607E+00
1,9172371868358E+01	1,2183403430775E+01	9,5958587693092E+00
1,9848799480120E+01	1,2346870455198E+01	9,7523374925759E+00
2,0538072003457E+01	1,2503938898126E+01	9,9038846466111E+00
2,1240846785157E+01	1,2654982625656E+01	1,0050762112570E+01
2,1957870002658E+01	1,2800360913992E+01	1,0193225461220E+01
2,2689852301134E+01	1,2940415713832E+01	1,0331523952938E+01
2,3437610922542E+01	1,3075471650375E+01	1,0465900537710E+01
2,4201980874962E+01	1,3205838758921E+01	1,0596595010331E+01
2,4983814932608E+01	1,3331813396745E+01	1,0723834544814E+01
2,5784054700339E+01	1,3453677331221E+01	1,0847846315175E+01
2,6603695081403E+01	1,3571697739832E+01	1,0968848029844E+01
2,7443766511307E+01	1,3686132681371E+01	1,1087044776472E+01
2,8305388256205E+01	1,3797228360343E+01	1,1202641642713E+01
2,9189697348380E+01	1,3905220950697E+01	1,1315831095438E+01
3,0097972949150E+01	1,4010337507698E+01	1,1426802446328E+01
3,1031529752093E+01	1,4112795056058E+01	1,1535735541476E+01
3,1991753515305E+01	1,4212805149275E+01	1,1642803916589E+01
3,2980136593656E+01	1,4310571134032E+01	1,1748181107371E+01
3,3998277938796E+01	1,4406288150196E+01	1,1852021718361E+01
